GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
Rv3538	Rv3538	dehydrogenase	hypoxia_fatty_acids:24%; hypoxia_late:14%; human_sputum:14%	-0.1403	0.938464283147437	719.17	553	637	609	951	889	19.88	22.1
Rv2672	Rv2672	protease	hypoxia_late:11%	-0.1039	0.797208652754145	678.19	698	913	653	579	574	93.96	101.4
Rv0914c	Rv0914c	lipid carrier protein or keto acyl-CoA thiolase	hypoxia_late:14%	-0.1068	0.806191666401996	689.34	680	888	774	577	555	119.03	128.62
cysA3	Rv3117	thiosulfate sulfurtransferase	zinc_limitation:11%	-0.1042	0.814527733495431	669.2	668	825	541	660	667	162.14	175.46
Rv0479c	Rv0479c	membrane protein	human_sputum:9%	-0.1102	0.810111119706798	692.36	648	854	720	649	604	168.36	183.06
Rv2513	Rv2513	hypothetical protein	nutrient_limitation:9%	-0.1447	0.947944997897612	717.88	722	652	800	760	661	122.06	136.15
Rv1810	Rv1810	hypothetical protein	acidic:12%; acidic_tyloxopol:12%	-0.0985	0.737283413042555	674.18	733	925	708	562	485	905.15	972.81
espH	Rv3867	ESX-1 secretion-associated protein EspH	acidic_tyloxopol:8%	-0.1146	0.84305857399204	685.97	696	847	704	625	573	287.88	313.68
Rv1954c	Rv1954c	hypothetical protein	microaerophilic:28%; hypoxia_fatty_acids:26%; ctl_stationary:14%	-0.1154	0.85770219847249	680.19	662	774	662	671	636	192.95	210.31
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	-0.1097	0.823466893813629	675.66	651	808	686	637	605	146.21	158.46
glnU	Rvnt36	tRNA-Gln	acidic_tyloxopol:12%; human_sputum:11%; hypoxia_late:10%	-0.1922	0.99014665607503	708.33	631	367	441	1194	1105	60.09	69.99
ansP2	Rv0346c	L-asparagine permease	ctl_exponential:9%	-0.0974	0.72531461891465	668.57	730	902	697	569	483	286.47	308.02
lpqH	Rv3763	lipoprotein LpqH	acidic:14%; ctl_exponential:10%	-0.0982	0.684115581883323	683.23	749	996	854	536	376	2149.54	2308.57
Rv3729	Rv3729	transferase	PBS_RIF_DDmtb:15%; hypoxia_late:13%; ctl_stationary:11%	-0.1155	0.845287742250626	681.14	687	856	773	552	563	39.83	43.32
mazE6	Rv1991A	antitoxin MazE6	PBS_RIF_DDmtb:18%	-0.1346	0.938174722035562	689.68	558	549	468	999	962	84.82	93.74
galU	Rv0993	UTP--glucose-1-phosphate uridylyltransferase	high_iron:10%	-0.1069	0.812560005227296	665.47	699	802	715	589	539	203.49	220.3
lprD	Rv1343c	lipoprotein LprD	low_iron:24%; human_sputum:18%	-0.1403	0.93582171818429	705.1	507	541	511	1054	1019	53.94	60.33
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.2373	0.990052521899135	779.72	884	537	1110	668	759	14.04	16.69
ureC	Rv1850	urease subunit alpha	hypoxia_late:14%	-0.1056	0.803660788585657	660.87	653	819	564	642	639	76.4	82.79
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1939	0.986193122159046	719.94	847	670	764	643	685	11.39	13.18
glpQ1	Rv3842c	glycerophosphoryl diester phosphodiesterase	cholesterol:18%; butyrate:16%	-0.1225	0.89161310485008	672.03	821	818	737	451	575	1120.58	1224.57
kstR2	Rv3557c	HTH-type transcriptional regulator KstR2	human_sputum:40%	-0.1258	0.906465446740953	671.07	568	650	462	863	860	53.06	58.3
Rv3184	Rv3184	transposase	hypoxia_late:33%; ctl_stationary:16%	-0.172	0.978306833947246	706.09	690	589	681	748	834	39.08	44.11
ispE	Rv1011	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	hypoxia_late:16%	-0.1252	0.875748937197033	685.92	646	746	739	681	622	91.7	100.77
Rv0227c	Rv0227c	membrane protein	tyloxopol:11%	-0.0958	0.687184667652886	656.29	741	927	646	555	460	435.1	467.37
moeY	Rv1355c	molybdopterin biosynthesis protein MoeY	hypoxia_late:15%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.178	0.969420175865186	742	893	872	962	603	450	14.83	16.94
Rv0622	Rv0622	membrane protein	hypoxia_late:19%; ctl_stationary:11%	-0.192	0.97997714812796	736.93	861	688	927	638	598	15.62	17.97
PE15	Rv1386	PE family protein PE15	ctl_exponential:16%; acidic:12%; INDIGO_exponential:12%	-0.1461	0.929527446119147	705.69	776	749	755	560	700	590.81	657.19
Rv2466c	Rv2466c	hypothetical protein	hypoxia_fatty_acids:20%; ctl_stationary:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%; microaerophilic:10%	-0.1446	0.929835538407585	702.33	622	687	727	790	691	53.77	59.88
Rv2568c	Rv2568c	hypothetical protein	hypoxia_late:10%	-0.116	0.859782221097249	655.79	605	697	480	753	767	55.37	60.42
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	-0.1273	0.856113438538503	694.89	574	795	767	697	653	29.49	32.4
MT3510.1	MT3510.1	hypothetical protein	low_iron:29%; tyloxopol:11%	-0.1938	0.985930459338382	706.16	647	390	516	1090	1021	87.3	102.08
echA20	Rv3550	enoyl-CoA hydratase EchA20	human_sputum:36%; hypoxia_fatty_acids:12%; hypoxia_late:12%	-0.1508	0.932110820667411	707.69	563	572	707	895	833	35.02	39.47
fadD7	Rv0119	fatty-acid--CoA ligase FadD7	hypoxia_late:17%	-0.128	0.891637419208355	668.34	765	816	812	542	452	73.61	80.8
Rv1714	Rv1714	oxidoreductase	hypoxia_late:28%; PBS_RIF_DDmtb:10%	-0.1548	0.951098134360256	699.17	652	546	679	837	802	39.37	44.59
Rv0250c	Rv0250c	hypothetical protein	hypoxia_fatty_acids:19%; ctl_exponential:11%	-0.1231	0.868905682199396	663.1	643	731	665	658	621	238.65	260.99
Rv2648	Rv2648	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.1734	0.977310661574454	689.44	692	582	656	751	775	39.28	44.36
Rv1937	Rv1937	oxygenase	hypoxia_late:13%	-0.1238	0.859958213604401	663.71	661	788	771	561	556	28.13	30.81
mbtK	Rv1347c	lysine N-acetyltransferase MbtK	low_iron:23%; human_sputum:11%	-0.1642	0.951520890009865	711.36	623	612	824	715	796	24.23	27.23
MT2371	MT2371	hypothetical protein	hypoxia_late:70%	-0.3612	0.998717409846836	703.78	917	322	484	833	1126	7.83	10.7
Rv1719	Rv1719	transcriptional regulator	hypoxia_late:43%	-0.1248	0.893257381550288	648	587	651	351	883	846	39.64	43.52
serU	Rvnt45	tRNA-Ser	hypoxia_late:20%; PBS_RIF_DDmtb:12%	-0.2815	0.997386262793396	694.15	934	336	518	947	859	33.29	41.22
Rv3143	Rv3143	response regulator	butyrate_plus_glucose:11%	-0.1061	0.760444452953524	641.83	660	867	580	573	553	438.98	474.92
Rv2167c	Rv2167c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1963	0.984680274167018	702.49	844	663	751	640	626	11.35	13.13
Rv2508c	Rv2508c	integral membrane protein	human_sputum:12%	-0.115	0.811626316404236	645.47	624	789	627	578	619	61.25	66.59
pntAb	Rv0156	NAD(P) transhydrogenase subunit alpha PntAb	tyloxopol:12%; ctl_exponential:12%	-0.1208	0.830098743703009	660.12	608	748	729	615	608	240.08	261.75
hycP	Rv0085	hydrogenase HycP	hypoxia_late:20%	-0.1404	0.905712924964726	677.57	569	664	638	794	734	55.44	61.67
Rv1021	Rv1021	nucleoside triphosphate pyrophosphohydrolase	hypoxia_late:11%; zinc_limitation:10%	-0.1206	0.844732552466806	645.01	585	725	521	701	706	58.48	63.97
Rv2479c	Rv2479c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1968	0.983664911461608	698.86	840	668	758	616	625	11.34	13.13
Rv2491	Rv2491	hypothetical protein	hypoxia_late:29%; ctl_stationary:20%	-0.293	0.990668350962496	765.93	889	648	957	695	666	6.53	8.25
tgs1	Rv3130c	diacyglycerol O-acyltransferase	cholesterol:42%	-0.1362	0.913402889426042	654.93	739	679	777	440	669	1199.56	1323.39
Rv2578c	Rv2578c	hypothetical protein	hypoxia_late:26%	-0.1568	0.934022141536286	693.38	612	680	795	687	699	20.5	22.99
gatC	Rv3012c	glutamyl-tRNA(GLN) amidotransferase subunit C	hypoxia_rar:14%; hypoxia_late:12%; hypoxia_hypoxic:11%	-0.2069	0.986372026750796	691.83	823	542	687	775	650	42.12	49.05
Rv2410c	Rv2410c	hypothetical protein	zinc_limitation:8%	-0.1117	0.774751785233488	639.84	642	815	706	517	542	127.17	137.82
Rv2120c	Rv2120c	integral membrane protein	hypoxia_late:10%	-0.115	0.811756673862021	630.73	617	703	575	635	627	186.89	203.35
Rv1261c	Rv1261c	hypothetical protein	butyrate:10%	-0.1299	0.871247324856546	653.15	618	713	711	608	620	114.71	125.75
Rv3161c	Rv3161c	dioxygenase	hypoxia_fatty_acids:34%; microaerophilic:16%; ctl_stationary:12%; nutrient_limitation:11%	-0.1066	0.744050833645832	628.19	667	868	588	524	524	136.91	147.96
Rv1192	Rv1192	hypothetical protein	low_iron:13%	-0.1	0.668386395771871	627.64	707	883	630	515	448	424.82	457.34
adh	Rv1530	alcohol dehydrogenase	hypoxia_late:21%	-0.1317	0.867259372584489	660.64	534	724	626	717	713	35.24	38.85
nuoH	Rv3152	NADH-quinone oxidoreductase subunit H	high_iron:15%; butyrate_plus_glucose:13%; tyloxopol:12%; INDIGO_exponential:11%	-0.1065	0.685023257971663	642.31	675	890	731	534	431	485.73	525.68
Rv1775	Rv1775	hypothetical protein	hypoxia_late:9%	-0.1131	0.773144050819592	631.46	620	756	682	570	541	170.06	184.82
dnaA	Rv0001	chromosomal replication initiator protein DnaA	acidic_tyloxopol:13%	-0.1057	0.733281144169672	619.64	666	855	570	516	521	108.95	117.7
Rv0340	Rv0340	hypothetical protein	hypoxia_late:12%	-0.1632	0.949860618786775	678.83	714	635	835	622	601	48.87	54.79
Rv0208c	Rv0208c	tRNA (guanine-N(7)-)-methyltransferase	nutrient_limitation:10%	-0.121	0.81511157691516	639.95	593	747	678	596	593	96.05	104.83
MT1321	MT1321	hypothetical protein	hypoxia_late:24%; ctl_stationary:21%	-0.5038	0.999219553321673	671.93	952	172	466	844	1225	2.25	4.2
zwf2	Rv1447c	glucose-6-phosphate 1-dehydrogenase	human_sputum:8%	-0.1144	0.756092619498101	640.02	676	834	717	546	461	203.58	221.79
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	-0.1031	0.710385542826126	615.71	681	832	569	525	500	158.03	170.54
leuU	Rvnt22	tRNA-Leu	hypoxia_late:34%	-0.4471	0.999058617840087	668.5	1046	171	336	982	1169	5.3	8.27
prpC	Rv1131	methylcitrate synthase PrpC	human_sputum:22%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:15%; acidic_tyloxopol:14%; nutrient_limitation:11%	-0.1232	0.834181690075603	634.41	556	709	538	690	690	47.16	51.74
Rv0368c	Rv0368c	hypothetical protein	hypoxia_late:51%	-0.1864	0.98300704360794	654.1	824	570	628	580	684	9.52	10.96
ileS	Rv1536	isoleucine--tRNA ligase	acidic:20%; PBS_RIF_DDmtb:17%; acidic_tyloxopol:13%; nutrient_limitation:10%	-0.0982	0.6071724709034	617.7	731	946	658	456	379	147.55	158.56
eccB1	Rv3869	ESX-1 secretion system protein EccB	butyrate_plus_glucose:8%	-0.1041	0.662961043364837	617.81	674	869	670	499	425	243.04	262.37
Rv1115	Rv1115	hypothetical protein	hypoxia_late:23%; ctl_stationary:10%	-0.18	0.959767325748611	675.99	649	642	723	710	658	24.56	28.09
Rv0213c	Rv0213c	methyltransferase	PBS_RIF_DDmtb:13%; nutrient_limitation:13%; ctl_stationary:12%	-0.1457	0.886515112027426	663.17	610	718	836	582	587	27.04	30.01
Rv3032	Rv3032	glycogen synthase	hypoxia_late:18%	-0.1138	0.768219033340914	606.2	602	705	563	585	581	94.07	102.44
purC	Rv0780	phosphoribosylaminoimidazole-succinocarboxamide synthase	hypoxia_late:10%	-0.1325	0.859851484798759	636.82	604	715	694	581	596	58.01	63.79
Rv3179	Rv3179	hypothetical protein	hypoxia_late:18%; ctl_stationary:16%	-0.1317	0.85740398557353	630.37	588	708	622	621	616	36.35	40.02
lpqK	Rv0399c	lipoprotein LpqK	hypoxia_late:21%	-0.1308	0.809802123877451	652.15	547	817	725	627	564	53.23	58.54
sigD	Rv3414c	ECF RNA polymerase sigma factor SigD	tyloxopol:11%	-0.1027	0.667126883019871	596.19	682	844	501	514	478	420.28	453.42
PE4	Rv0160c	PE family protein PE4	hypoxia_late:42%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.2841	0.967847890122248	793.63	697	577	1159	648	957	6.67	8.33
Rv3049c	Rv3049c	monooxygenase	low_iron:23%	-0.1046	0.649809438160065	603.34	657	821	650	494	433	222.12	240.09
Rv0837c	Rv0837c	hypothetical protein	hypoxia_fatty_acids:28%; microaerophilic:14%; ctl_stationary:14%; hypoxia_late:11%	-0.1863	0.965723825603341	663.34	639	616	641	755	670	12.67	14.63
accA2	Rv0973c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:63%	-0.1304	0.810216343180735	640.56	512	743	683	664	613	27.02	29.85
Rv2627c	Rv2627c	hypothetical protein	cholesterol:27%; ctl_stationary:17%; butyrate:10%	-0.1506	0.905416590744061	645.3	669	666	817	423	686	130.46	145.26
MT2370	MT2370	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%	-0.2916	0.993917886726809	672.64	745	332	536	847	1018	15.12	18.98
Rv0943c	Rv0943c	monooxygenase	hypoxia_late:50%; ctl_stationary:12%	-0.1904	0.962422612821998	665.22	627	613	713	696	680	11.42	13.22
ppiB	Rv2582	peptidyl-prolyl cis-trans isomerase B	tyloxopol:11%	-0.1241	0.796644245211423	614.68	628	757	677	543	487	124.88	136.69
mtr	Rv2855	mycothione reductase	hypoxia_late:11%; tyloxopol:10%	-0.1032	0.668346640625108	582.47	670	820	423	523	516	151.54	163.65
MT0204.1	MT0204.1	hypothetical protein	hypoxia_late:30%; ctl_stationary:19%; human_sputum:12%; PBS_RIF_DDmtb:12%	-0.527	0.998608297829556	658.33	865	184	584	666	1249	3.17	5.56
MT2510	MT2510	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:15%	-0.608	0.998719596595237	659.02	1067	183	383	975	984	3.33	6.49
carD	Rv3583c	RNA polymerase-binding transcription factor CarD	microaerophilic:12%; nutrient_limitation:11%	-0.1029	0.614530303366054	595.84	694	828	716	434	374	6560.91	7071.14
Rv3431c	Rv3431c	transposase	acidic:13%	-0.1215	0.776473383442556	605.8	562	727	545	606	597	99.7	109.13
sigC	Rv2069	ECF RNA polymerase sigma factor SigC	tyloxopol:18%	-0.117	0.738079288541671	601.74	589	742	651	527	514	226.03	246.27
fadD11	Rv1550	fatty-acid--CoA ligase FadD11	hypoxia_late:23%	-0.1212	0.780955341422981	598.68	538	660	528	646	628	47.75	52.45
Rv0090	Rv0090	membrane protein	hypoxia_late:40%; ctl_stationary:12%	-0.194	0.957521478240397	664.72	659	596	814	595	671	15.98	18.4
apa	Rv1860	hypothetical protein	hypoxia_late:10%	-0.1264	0.78616519333323	612.17	621	760	688	550	464	122.21	133.96
Rv1813c	Rv1813c	hypothetical protein	hypoxia_hypoxic:18%; ctl_stationary:14%; microaerophilic:12%; cholesterol:11%	-0.1466	0.887896092519084	618.44	769	675	892	496	342	251.09	278.38
mmuM	Rv2458	homocysteine S-methyltransferase MmuM	hypoxia_late:23%	-0.1415	0.860503933264069	620.33	505	641	567	684	717	31.46	34.89
MT2600.1	MT2600.1	hypothetical protein	hypoxia_late:24%; tyloxopol:12%	-0.2597	0.989028053178373	659.3	691	426	610	747	866	15.91	19.21
Rv3202c	Rv3202c	ATP-dependent DNA helicase	hypoxia_late:23%; zinc_limitation:22%; microaerophilic:10%	-0.124	0.7815551726001	598.77	718	792	804	397	366	52.31	57.23
Rv0654	Rv0654	carotenoid cleavage oxygenase	hypoxia_fatty_acids:50%	-0.1357	0.836903664484902	610.67	632	772	744	478	462	49.83	54.94
Rv1034c	Rv1034c	transposase	hypoxia_late:53%; ctl_stationary:14%	-0.4335	0.992917990548398	695.58	832	369	1127	418	888	3.46	5.14
vapC27	Rv0598c	ribonuclease VapC27	tyloxopol:10%	-0.1599	0.91808899195618	626.43	663	654	714	600	511	101.59	114.08
mmpS2	Rv0506	membrane protein MmpS2	tyloxopol:10%	-0.1307	0.823419856795848	598.66	601	672	642	541	543	154.92	170.14
MT0069	MT0069	hypothetical protein	microaerophilic:17%; cholesterol:12%	-0.1576	0.895331138089821	638.79	456	538	490	928	854	124.94	141.11
crcB	Rv3070	fluoride ion transporter CrcB	hypoxia_late:18%; ctl_stationary:10%	-0.157	0.918592895542773	609.66	473	468	373	933	913	38.13	42.92
echA4	Rv0673	enoyl-CoA hydratase EchA4	PBS_RIF_DDmtb:18%; hypoxia_fatty_acids:13%; hypoxia_late:11%	-0.1223	0.724607905006044	602.27	579	781	643	549	480	155.27	169.9
Rv1081c	Rv1081c	membrane protein	hypoxia_late:19%	-0.1696	0.925839339902196	633.87	527	573	619	739	725	42.96	48.7
Rv2409c	Rv2409c	hypothetical protein	hypoxia_late:9%	-0.1193	0.729438549725159	584.75	580	732	613	503	510	133.76	145.92
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	-0.1371	0.836290136727432	600.8	525	628	519	691	651	46.09	51.19
Rv1272c	Rv1272c	drug ABC transporter ATP-binding protein	INDIGO_exponential:8%	-0.1274	0.765333790980023	599.95	614	719	745	511	440	78.87	86.75
uspB	Rv2317	sugar ABC transporter permease UspB	hypoxia_late:37%; ctl_stationary:16%; PBS_RIF_DDmtb:11%	-0.2758	0.974082346022193	703.51	787	559	981	676	557	8.15	10.13
PE32	Rv3622c	PE family protein PE32	hypoxia_late:45%; human_sputum:16%; ctl_stationary:11%	-0.2904	0.988634887004842	662.89	819	458	802	564	710	12.89	15.9
Rv0831c	Rv0831c	hypothetical protein	tyloxopol:13%; ctl_exponential:10%	-0.1248	0.758390071003536	589.66	636	750	663	493	435	217.52	238.39
glnA2	Rv2222c	glutamine synthetase	tyloxopol:10%; INDIGO_exponential:10%	-0.1027	0.566293256378376	565.19	677	839	556	445	369	386.67	417.11
MT2541	MT2541	hypothetical protein	hypoxia_fatty_acids:18%; ctl_stationary:10%	-0.1398	0.826526879142727	605.51	487	632	572	702	646	45.51	50.51
ugpC	Rv2832c	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PBS_RIF_DDmtb:18%; hypoxia_late:16%	-0.1211	0.754568802705155	569.72	571	700	447	556	589	68.85	75.21
Rv0740	Rv0740	hypothetical protein	acidic:11%	-0.126	0.794870647701867	570.61	535	630	387	654	674	102.87	112.92
Rv0963c	Rv0963c	hypothetical protein	hypoxia_late:25%; ctl_stationary:16%; PBS_RIF_DDmtb:14%	-0.3481	0.96827438024374	752.81	729	531	1113	553	916	6.81	8.98
Rv1645c	Rv1645c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:10%	-0.1308	0.800715863788621	586.19	529	683	478	623	630	48.06	52.91
Rv2258c	Rv2258c	transcriptional regulator	zinc_limitation:14%; high_iron:10%	-0.1079	0.607872743181954	569.69	630	763	659	457	383	404.55	438.29
tal	Rv1448c	transaldolase	tyloxopol:9%	-0.106	0.557444930038394	571.46	665	862	631	438	336	637.59	689.27
Rv1950c	Rv1950c	hypothetical protein	hypoxia_late:10%	-0.1709	0.906647342147754	638.55	482	568	632	789	747	100.69	114.35
eccCa1	Rv3870	ESX-1 secretion system protein EccCa	microaerophilic:10%	-0.1019	0.541479119318247	564.07	689	865	544	439	354	328.05	353.73
leuV	Rvnt20	tRNA-Leu	hypoxia_late:51%; zinc_limitation:19%	-0.6427	0.999036777173171	583.45	869	62	267	913	1359	1.44	4.24
fadD23	Rv3826	long-chain-fatty-acid--CoA ligase FadD23	zinc_limitation:10%	-0.1213	0.702271950118293	581.97	564	765	634	507	463	80.02	87.52
cdh	Rv2289	CDP-diacylglycerol pyrophosphatase	acidic:10%	-0.1165	0.66118618117179	572.86	573	734	581	508	484	278.1	303.7
MT3754	MT3754	hypothetical protein	hypoxia_late:14%	-0.1692	0.921175494897965	610.48	474	445	485	872	848	77.69	88.73
Rv0138	Rv0138	hypothetical protein	INDIGO_exponential:10%	-0.1412	0.866357970700315	566.35	498	505	282	813	835	47.26	52.49
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	-0.1707	0.937124486188122	592.66	500	393	399	873	901	54.14	61.36
cdd	Rv3315c	cytidine deaminase	hypoxia_late:22%	-0.2012	0.941376618083994	648.08	664	567	900	618	522	45.22	52.02
Rv3077	Rv3077	hydrolase	hypoxia_late:18%	-0.122	0.717194620109839	565.56	576	717	598	464	490	51.31	56.07
MT0294	MT0294	hypothetical protein	human_sputum:36%; zinc_limitation:18%; microaerophilic:15%	-0.1366	0.769399102443658	596.85	609	736	791	505	390	1204.19	1328.35
Rv0232	Rv0232	transcriptional regulator	hypoxia_fatty_acids:16%; microaerophilic:11%	-0.1136	0.633414941535638	556.75	615	745	620	432	408	318.84	346.23
MT0761	MT0761	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:22%; nutrient_limitation:15%	-0.3054	0.99130830766683	611.21	693	274	471	806	939	11.24	14.29
Rv2179c	Rv2179c	3'-5' exoribonuclease	hypoxia_late:14%; PBS_RIF_DDmtb:11%	-0.1828	0.934914261001675	599.73	524	477	529	762	735	27.18	31.16
fadA6	Rv3556c	acetyl-CoA acetyltransferase FadA	human_sputum:21%; hypoxia_fatty_acids:12%	-0.1237	0.692869511220766	565.75	536	695	612	510	488	108.9	119.44
fadE26	Rv3504	acyl-CoA dehydrogenase FadE26	hypoxia_fatty_acids:15%; hypoxia_late:12%; ctl_stationary:10%	-0.1482	0.842997799552214	576.43	452	564	460	734	702	21.4	23.98
Rv3114	Rv3114	hypothetical protein	hypoxia_late:22%; ctl_stationary:18%	-0.3137	0.984673200371681	658.71	800	489	830	486	733	6.23	8.01
Rv0762c	Rv0762c	hypothetical protein	microaerophilic:15%; ctl_stationary:10%; hypoxia_late:10%; hypoxia_fatty_acids:10%	-0.1542	0.869795020928771	577.4	510	521	543	679	644	60.14	67.51
Rv0888	Rv0888	hypothetical protein	butyrate:10%	-0.1138	0.641322752747812	546.14	599	728	503	465	458	121.5	132.18
Rv1922	Rv1922	lipoprotein	hypoxia_late:16%; ctl_stationary:12%	-0.1353	0.81472558008137	557.1	497	558	358	707	707	32.58	36.09
mce3F	Rv1971	Mce family protein Mce3F	hypoxia_late:28%; ctl_stationary:13%	-0.2114	0.955255541583535	617.07	611	593	597	703	585	8.96	10.61
fadD21	Rv1185c	fatty-acid--CoA ligase FadD21	INDIGO_exponential:9%	-0.1054	0.509906903850064	546.26	655	809	600	419	319	428.7	463.22
lipR	Rv3084	acetyl-hydrolase LipR	hypoxia_late:22%; nutrient_limitation:12%	-0.1305	0.709707309405229	576.29	531	761	655	518	443	130.95	144
oxyS	Rv0117	oxidative stress response regulatory protein OxyS	hypoxia_late:13%	-0.155	0.845364412602719	590.12	550	606	735	537	534	37.97	42.39
mmsA	Rv0753c	methylmalonate-semialdehyde dehydrogenase	hypoxia_fatty_acids:37%	-0.1194	0.670332806668513	551.97	554	721	500	506	494	94.2	103.07
Rv3064c	Rv3064c	integral membrane protein	hypoxia_late:12%	-0.2732	0.981510348485851	621.75	802	550	599	607	566	17.65	21.64
Rv1632c	Rv1632c	hypothetical protein	human_sputum:14%	-0.1292	0.753209655884423	552.68	508	603	465	601	594	151.8	167.19
Rv3165c	Rv3165c	hypothetical protein	hypoxia_late:19%	-0.2107	0.948423918024921	618.44	600	520	657	705	618	25.08	29.32
Rv3108	Rv3108	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	-0.1641	0.882824559568744	584.37	429	511	473	783	774	38.41	43.37
PPE53	Rv3159c	PPE family protein PPE53	microaerophilic:24%; ctl_stationary:14%; nutrient_limitation:10%	-0.1444	0.78787197087237	576.42	598	773	768	443	362	48.75	54.1
Rv3839	Rv3839	hypothetical protein	low_iron:68%	-0.1478	0.837883142905056	565.55	458	535	444	733	688	35.7	39.9
cmaA2	Rv0503c	cyclopropane mycolic acid synthase	acidic_tyloxopol:12%	-0.1183	0.638377772076883	548.13	561	694	593	469	442	212.31	231.82
MT1170	MT1170	hypothetical protein	PBS_RIF_DDmtb:29%; hypoxia_late:20%	-0.2405	0.966945044159058	625.15	519	448	546	880	786	13.63	16.46
