GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_DMSO_RIF
dcd	Rv0321	deoxycytidine triphosphate deaminase	human_sputum:9%	-0.1497	0.873895873695788	750.15	697	695	756	713	899	86.48	95.5
Rv1428c	Rv1428c	hypothetical protein	hypoxia_late:11%	-0.136	0.804190667248527	744.33	716	785	792	611	828	102.22	111.72
MT3270.1	MT3270.1	hypothetical protein	hypoxia_late:22%; ctl_stationary:12%	-0.1773	0.974226590250023	742.41	397	200	258	3766	612	35.1	43.31
gcp	Rv3419c	O-sialoglycoprotein endopeptidase	microaerophilic:10%	-0.1246	0.715612765059226	741.57	799	909	853	530	651	229.93	248.92
asd	Rv3708c	aspartate-semialdehyde dehydrogenase	microaerophilic:25%	-0.1283	0.707873899816846	755.33	790	950	854	582	632	524.42	569.38
MT3954	MT3954	hypothetical protein	hypoxia_late:40%; ctl_stationary:17%; PBS_RIF_DDmtb:15%	-0.3206	0.999806051447041	770.26	895	218	257	1700	1356	2.22	3.78
Rv1289	Rv1289	hypothetical protein	tyloxopol:10%	-0.1339	0.797061280560321	730.9	746	808	811	548	759	165.66	180.64
aspC	Rv0337c	aspartate aminotransferase	tyloxopol:10%	-0.1225	0.699944692886324	737.64	798	877	905	524	623	206.09	222.69
PE_PGRS58	Rv3590c	PE-PGRS family protein PE_PGRS58	hypoxia_late:34%	-0.1749	0.957310542470063	751.56	893	664	683	593	957	84.14	94.52
Rv2803	Rv2803	hypothetical protein	hypoxia_late:22%	-0.1967	0.980198907758807	779.81	785	572	724	824	1029	28.67	32.84
lipF	Rv3487c	carboxylesterase LipF	nutrient_limitation:18%; acidic:10%; INDIGO_exponential:10%	-0.128	0.705831126037728	750.22	778	912	885	591	615	990.56	1074.65
PPE18	Rv1196	PPE family protein PPE18	acidic:16%	-0.1252	0.688805349184799	748.08	795	965	851	562	606	1958.94	2121.41
Rv3218	Rv3218	hypothetical protein	hypoxia_late:17%	-0.1506	0.880426324133784	725.19	736	688	773	608	831	57.22	63.09
Rv3725	Rv3725	oxidoreductase	tyloxopol:9%	-0.126	0.701080531870736	739.25	783	920	845	559	621	372.97	404.3
argS	Rv1292	arginine--tRNA ligase	hypoxia_rar:10%	-0.137	0.7885695953643	739.16	776	836	823	553	727	81.25	88.82
Rv2117	Rv2117	hypothetical protein	hypoxia_late:9%	-0.1883	0.979452972095912	749.6	758	580	609	783	1064	51.3	58.48
Rv2090	Rv2090	5'-3' exonuclease	hypoxia_late:10%	-0.1315	0.744059990138335	742.22	754	892	806	555	726	136.91	149.03
Rv2728c	Rv2728c	hypothetical protein	hypoxia_late:22%; microaerophilic:11%	-0.1541	0.870321799605265	745.29	664	719	704	716	938	54.54	60.46
Rv2663	Rv2663	hypothetical protein	ctl_stationary:16%	-0.1732	0.924416106499492	758.91	277	274	274	3711	733	51.65	63.78
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	-0.151	0.861821612057492	733.06	674	737	662	673	936	40.86	45.22
PE_PGRS52	Rv3388	PE-PGRS family protein PE_PGRS52	hypoxia_late:39%	-0.1993	0.946763509090335	804.02	357	282	266	3868	761	43.19	54.29
fadE17	Rv1934c	acyl-CoA dehydrogenase FadE17	hypoxia_late:38%	-0.1467	0.88331948222192	698.07	223	251	285	4056	431	24.22	29.34
aprB	Rv2395B	acid and phagosome regulated protein AprB	nutrient_limitation:22%; acidic:18%	-0.1342	0.719798266322132	748.29	747	910	825	601	678	1857.65	2025.14
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	-0.1871	0.966763635305017	750.55	296	256	223	4099	616	172.91	214.65
ilvA	Rv1559	threonine dehydratase IlvA	zinc_limitation:9%	-0.1223	0.640814898443707	722.07	793	891	889	520	563	336.72	363.85
yjcE	Rv2287	Na(+)/H(+) transporter	hypoxia_late:20%	-0.1586	0.904947178075635	717.28	772	646	791	624	762	38.21	42.45
Rv2912c	Rv2912c	TetR family HTH-type transcriptional regulator	hypoxia_fatty_acids:53%; butyrate:13%	-0.1742	0.945653349625269	728.99	774	620	716	672	876	52.81	59.17
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	-0.1337	0.752895569446678	719.55	768	803	833	522	695	182.51	198.94
Rv1249c	Rv1249c	membrane protein	ctl_exponential:8%	-0.1327	0.714559817397356	734.82	748	914	793	550	694	255.04	277.93
esxI	Rv1037c	ESAT-6 like protein EsxI	ctl_exponential:9%	-0.1257	0.664125441572397	721.36	788	904	840	533	580	1424.74	1543.19
Rv0756c	Rv0756c	hypothetical protein	hypoxia_late:7%	-0.1517	0.829411135365522	740.62	809	822	783	603	698	249.34	275.4
esxV	Rv3619c	ESAT-6 like protein EsxV	ctl_exponential:9%	-0.1262	0.6583250248452	715.74	779	903	836	525	575	1409.13	1526.76
Rv0513	Rv0513	transmembrane protein	high_iron:12%	-0.1253	0.664981832720111	712.62	780	886	812	512	608	512.12	554.64
Rv3723	Rv3723	transmembrane protein	microaerophilic:9%	-0.1264	0.664018248024926	712.94	773	902	802	527	595	457.34	495.79
glpD2	Rv3302c	glycerol-3-phosphate dehydrogenase	ctl_exponential:8%	-0.1237	0.626746043633195	709.25	791	900	830	508	561	213.59	231.06
esxO	Rv2346c	ESAT-6 like protein EsxO	acidic:10%	-0.1231	0.608972972525894	713.53	810	935	808	507	556	1973.5	2133.63
hemD	Rv0511	uroporphyrin-III C-methyltransferase	high_iron:11%	-0.1331	0.679724589740088	727.96	751	893	829	585	607	683.43	744.41
MT2950	MT2950	hypothetical protein	human_sputum:12%	-0.1582	0.859380324104092	714.86	721	700	722	622	816	498.04	552.27
MT1071	MT1071	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.2298	0.993257504983519	749.25	871	525	602	775	1028	28.74	33.73
MT1924.1	MT1924.1	hypothetical protein	human_sputum:40%; hypoxia_hypoxic:13%; low_iron:10%	-0.1812	0.949705759207974	719.79	627	534	504	887	1140	59.34	67.38
Rv1466	Rv1466	hypothetical protein	low_iron:19%; zinc_limitation:18%	-0.1407	0.750884473806155	716.42	749	838	765	551	696	481.76	527.77
folD	Rv3356c	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	hypoxia_late:10%	-0.139	0.714251584437418	722.38	723	862	771	554	720	178.46	195.44
thyX	Rv2754c	thymidylate synthase ThyX	hypoxia_late:28%	-0.187	0.962623857816701	718.83	354	203	251	3770	564	20.96	26.22
cdh	Rv2289	CDP-diacylglycerol pyrophosphatase	acidic:10%	-0.1295	0.680864244460466	705.4	744	853	832	496	635	256.16	278.1
rpfE	Rv2450c	resuscitation-promoting factor RpfE	hypoxia_rar:25%; zinc_limitation:20%; hypoxia_late:12%	-0.1502	0.775804261748492	725.55	669	796	719	630	823	144.24	159.42
lipO	Rv1426c	esterase LipO	hypoxia_late:13%	-0.1368	0.751228613476506	703.09	769	772	875	501	630	142.48	155.52
MT0781	MT0781	hypothetical protein	hypoxia_late:7%	-0.1529	0.798047522254549	721.64	760	817	775	589	679	242.23	267.77
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	-0.2021	0.984375697770517	714.28	729	434	576	818	1102	47.1	54.14
ispD	Rv3582c	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	microaerophilic:25%	-0.1224	0.566124825518187	704.94	800	913	859	504	506	1259.74	1360.97
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.1418	0.758379238165701	703.54	677	756	777	560	760	59.91	65.75
hadC	Rv0637	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	INDIGO_exponential:11%	-0.1303	0.649054149170689	708.96	757	919	795	532	578	900.61	978.86
Rv3094c	Rv3094c	hypothetical protein	high_iron:17%; hypoxia_late:12%; INDIGO_exponential:10%	-0.16	0.872922122677309	690.5	237	248	275	3987	421	27.11	33.14
sseC2	Rv0814c	hypothetical protein	low_iron:10%	-0.1334	0.683887004067391	702.84	738	848	784	516	653	696.2	758.79
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	-0.1265	0.611831056120288	700.98	763	887	849	503	548	656.16	710.92
Rv0648	Rv0648	alpha-mannosidase	hypoxia_late:54%	-0.2165	0.947455791425006	787.09	375	261	333	3491	752	8.13	10.48
Rv2209	Rv2209	integral membrane protein	PBS_RIF_DDmtb:8%	-0.1352	0.680244433940203	706.84	707	788	855	526	681	114.01	124.46
MT3855	MT3855	hypothetical protein	ctl_exponential:12%	-0.1368	0.680793691716375	712.74	732	861	798	556	638	310.15	338.79
Rv1812c	Rv1812c	dehydrogenase	microaerophilic:14%; PBS_RIF_DDmtb:12%; ctl_stationary:12%	-0.1463	0.756664724179404	705.95	762	823	797	545	624	174.34	191.66
Rv3861	Rv3861	hypothetical protein	hypoxia_fatty_acids:35%; zinc_limitation:24%	-0.2234	0.988496858395998	725	792	481	532	787	1118	20.86	24.55
dxr	Rv2870c	1-deoxy-D-xylulose 5-phosphate reductoisomerase	microaerophilic:12%	-0.1372	0.680485632294065	711.57	730	874	780	538	659	176.9	193.44
Rv1414	Rv1414	hypothetical protein	hypoxia_late:20%	-0.2007	0.978087789760625	704.39	722	471	565	785	1046	28.58	32.89
esxL	Rv1198	ESAT-6 like protein EsxL	high_iron:9%	-0.127	0.604255896898268	696.13	765	890	819	499	551	1829.7	1983.37
wbbL1	Rv3265c	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	human_sputum:9%	-0.1374	0.685237018641088	704.33	734	854	767	519	671	188.26	205.72
Rv1887	Rv1887	hypothetical protein	INDIGO_exponential:9%	-0.1431	0.77210018412118	676.83	850	767	770	490	545	781.47	856.96
mbtH	Rv2377c	hypothetical protein	low_iron:24%; human_sputum:20%	-0.1892	0.959576048830424	702.54	641	491	550	817	1090	56.8	64.57
Rv2489c	Rv2489c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	-0.269	0.988170922398048	787.76	585	236	232	3090	898	11.84	16.11
sirA	Rv2391	sulfite reductase	nutrient_limitation:10%	-0.124	0.558956357757303	692.89	781	878	866	494	501	904.76	978.59
Rv0264c	Rv0264c	hypothetical protein	butyrate:13%; hypoxia_late:12%	-0.1509	0.779241065723419	702.4	663	750	701	600	807	99.96	110.42
Rv1333	Rv1333	hydrolase	hypoxia_late:9%	-0.1331	0.652823962448296	694.36	742	857	805	506	594	265.4	288.97
Rv2799	Rv2799	membrane protein	butyrate:9%	-0.1571	0.836809435670384	672.57	770	655	703	529	719	172.13	191.2
Rv1723	Rv1723	hydrolase	hypoxia_late:31%	-0.1603	0.81585056774608	688.71	607	658	698	618	879	30.97	34.47
Rv2305	Rv2305	hypothetical protein	hypoxia_late:30%	-0.1744	0.895398437098032	683.72	727	608	679	621	792	35.29	39.82
infB	Rv2839c	translation initiation factor IF-2	PBS_RIF_DDmtb:15%	-0.137	0.625951568573047	697.91	733	879	790	543	574	446.8	488
fadE16	Rv1679	acyl-CoA dehydrogenase FadE16	high_iron:10%	-0.1367	0.645779752292861	680.6	720	837	759	487	628	167.96	183.42
kstR	Rv3574	HTH-type transcriptional regulator KstR	hypoxia_fatty_acids:27%	-0.1603	0.812127283415794	677.95	680	686	693	579	758	97.95	108.94
Rv2413c	Rv2413c	hypothetical protein	acidic_tyloxopol:11%	-0.1392	0.655984048674405	678.23	712	818	742	484	660	163.4	178.84
pks12	Rv2048c	polyketide synthase	hypoxia_late:11%	-0.125	0.503315949449263	668.78	752	856	870	463	467	187.8	203.32
Rv1062	Rv1062	hypothetical protein	hypoxia_late:21%	-0.1579	0.761454531092124	686.82	650	715	725	583	769	72.05	79.98
Rv1835c	Rv1835c	serine esterase	PBS_RIF_DDmtb:11%	-0.1392	0.637095495920083	672.59	686	781	810	475	639	84.73	92.81
Rv0537c	Rv0537c	integral membrane protein	zinc_limitation:11%	-0.1423	0.632740946094891	690.76	702	850	766	546	611	284.28	311.85
mrsA	Rv3441c	phosphoglucosamine mutase	hypoxia_late:10%	-0.1602	0.788716203149984	669.96	818	749	705	531	569	317.56	352.67
Rv1459c	Rv1459c	alpha-(1->6)-mannopyranosyltransferase	low_iron:10%; hypoxia_late:10%	-0.1402	0.656284422066688	665.88	703	779	738	466	668	70.88	77.66
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	-0.1293	0.546474727667453	666.93	740	870	787	470	515	618.16	671.3
Rv1211	Rv1211	hypothetical protein	acidic:10%; INDIGO_exponential:10%	-0.1396	0.595696896450946	674.42	706	842	785	505	565	2875.64	3146.87
cobS	Rv2208	cobalamin synthase	hypoxia_late:11%	-0.1792	0.915549549981139	639.89	148	209	196	4185	448	227.05	280.16
vapB9	Rv0959A	antitoxin VapB9	hypoxia_fatty_acids:11%	-0.1823	0.88956713159205	666.25	590	524	578	709	974	92.48	104.49
Rv0448c	Rv0448c	hypothetical protein	PBS_RIF_DDmtb:28%; human_sputum:12%	-0.1997	0.933275907008244	677.98	713	578	601	676	837	38.89	44.53
MT0608	MT0608	hypothetical protein	microaerophilic:8%	-0.1539	0.725906252741538	661.6	710	744	706	502	661	267.83	296.54
MTS1338	MTS1338	small intergenic RNA	cholesterol:30%; nutrient_limitation:25%; hypoxia_fatty_acids:14%	-0.1893	0.90135595318543	670.61	879	714	695	510	584	448.54	508.19
cdsA	Rv2881c	phosphatidate cytidylyltransferase	acidic:10%	-0.1344	0.554101049155726	657	725	820	776	468	534	490.32	534.29
fadD31	Rv1925	fatty-acid--CoA ligase FadD31	tyloxopol:10%	-0.1376	0.56553493263296	667.75	717	863	774	478	546	1222.97	1335.89
MT0328.2	MT0328.2	hypothetical protein	ctl_stationary:9%	-0.1455	0.652079434357128	658.99	673	745	751	479	667	321.86	353.63
Rv2257c	Rv2257c	hypothetical protein	hypoxia_late:10%	-0.1538	0.780542443136383	635.81	804	670	741	425	576	172.73	190.84
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	-0.163	0.782028687947235	653.07	626	612	653	595	788	76.79	85.76
pptT	Rv2794c	phosphopantetheinyl transferase	high_iron:10%	-0.1516	0.701067147372986	653.81	724	727	758	473	610	216.41	238.61
MT3510.1	MT3510.1	hypothetical protein	low_iron:29%; tyloxopol:11%	-0.2017	0.922437051376284	679.18	285	154	182	3478	815	69.69	87.3
Rv2261c	Rv2261c	conserved hypothetical protein	hypoxia_late:15%; human_sputum:12%	-0.1742	0.842736220932541	650.99	549	527	603	677	937	61.87	69.51
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	-0.1786	0.867712956472114	639.89	881	644	623	513	567	107.36	120.89
vapC33	Rv1242	ribonuclease VapC33	tyloxopol:10%	-0.1719	0.831418626305281	640.95	621	554	641	576	830	89.92	100.71
Rv0802c	Rv0802c	succinyl-CoA transferase	ctl_stationary:11%	-0.1618	0.74964965389037	653.76	602	677	640	573	787	79.89	88.89
MT0740.1	MT0740.1	hypothetical protein	hypoxia_late:15%; ctl_stationary:15%; ctl_exponential:10%	-0.195	0.924055152849404	644.04	566	446	441	777	1096	93.36	106.75
grcC1	Rv0562	polyprenyl-diphosphate synthase GrcC	high_iron:8%	-0.1364	0.545352540066872	645.47	709	789	789	445	535	275.35	300.48
Rv3633	Rv3633	hypothetical protein	acidic:19%; acidic_tyloxopol:16%	-0.1491	0.594749083791402	669.24	667	816	750	541	591	639.69	704.88
bpoB	Rv1123c	peroxidase BpoB	hypoxia_late:9%	-0.1414	0.599368099735955	639.74	692	783	684	437	631	158.79	174.06
MT2554.2	MT2554.2	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	-0.1922	0.902634707505541	645.6	561	485	446	765	1060	44.89	51.36
MT3058.1	MT3058.1	hypothetical protein	hypoxia_late:44%	-0.2128	0.922983684195481	689.19	311	187	179	3598	707	81.36	102.8
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	-0.215	0.941048463061973	670.64	789	624	525	521	941	119.92	138.75
Rv1264	Rv1264	adenylyl cyclase	high_iron:8%	-0.1395	0.547824252575042	645.01	708	797	760	449	547	243.19	266.04
Rv2125	Rv2125	hypothetical protein	zinc_limitation:8%	-0.144	0.585874395029344	644.57	687	786	731	454	593	230.17	252.75
pgmA	Rv3068c	phosphoglucomutase PgmA	hypoxia_late:16%	-0.1493	0.655922223810613	639.36	635	709	743	458	673	55.07	60.69
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	-0.1308	0.46432696117724	638.46	737	852	763	447	451	402.67	437.72
Rv2446c	Rv2446c	integral membrane protein	high_iron:8%	-0.17	0.830261497445167	625.96	739	573	676	482	677	178.87	199.87
Rv1476	Rv1476	membrane protein	ctl_exponential:14%	-0.1496	0.640022051071778	639.74	637	711	700	481	685	207.42	228.91
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	-0.15	0.669005904958622	634.71	693	685	736	452	629	1299.05	1431.03
Rv1667c	Rv1667c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.1676	0.862404529633259	597.72	178	160	169	4098	370	45.61	55.97
Rv1580c	Rv1580c	phage protein	hypoxia_late:11%	-0.1981	0.895299009126762	656.51	595	499	542	753	940	69.83	80.07
miaA	Rv2727c	tRNA delta(2)-isopentenylpyrophosphate transferase	microaerophilic:23%; hypoxia_late:17%	-0.1634	0.740837567258656	643.22	672	654	691	500	711	72.92	81.16
MT3876.1	MT3876.1	hypothetical protein	tyloxopol:8%	-0.2027	0.913995560592067	652.93	239	138	168	3614	755	66.07	83.04
echA3	Rv0632c	enoyl-CoA hydratase EchA3	tyloxopol:9%	-0.1426	0.530361624026162	645.15	700	827	745	459	532	760.89	834.11
rpfB	Rv1009	resuscitation-promoting factor RpfB	zinc_limitation:14%	-0.1791	0.846963974872655	634.01	755	617	597	436	799	469.82	528.64
narH	Rv1162	nitrate reductase subunit beta	microaerophilic:12%	-0.1347	0.482567608559453	636.91	718	834	753	443	485	523.52	570.75
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	-0.1456	0.58820766080794	638.42	678	768	734	440	601	128.25	140.94
fbpD	Rv3803c	MPT51/MPB51 antigen	ctl_exponential:9%	-0.14	0.514103416957655	639.29	696	814	749	446	530	513.67	562.3
rpsT	Rv2412	30S ribosomal protein S20	zinc_limitation:26%	-0.1579	0.617407254460955	653.47	642	763	730	542	603	1140.11	1263.69
Rv3076	Rv3076	hypothetical protein	hypoxia_late:11%; cholesterol:11%	-0.1751	0.76158086422589	645.56	632	663	624	578	736	121.02	135.98
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	-0.1439	0.581245258098195	629.86	676	728	762	418	598	193.59	212.39
MT2983	MT2983	hypothetical protein	hypoxia_late:10%	-0.1497	0.597193122776147	636.45	656	773	688	462	625	133.85	147.69
PE_PGRS17	Rv0978c	PE-PGRS family protein PE_PGRS17	hypoxia_late:24%	-0.1692	0.84434280929931	594.81	171	192	195	4140	279	44.78	55.07
cobD	Rv2236c	cobalamin biosynthesis transmembrane protein CobD	hypoxia_late:31%	-0.186	0.866196492119145	626.49	704	568	581	552	739	43.63	49.49
Rv2474c	Rv2474c	hypothetical protein	butyrate_plus_glucose:9%	-0.148	0.586624236719477	626.33	622	698	764	456	614	216.77	238.57
cysU	Rvnt33	tRNA-Cys	hypoxia_late:16%; human_sputum:14%; zinc_limitation:13%	-0.2429	0.968182743139881	649.66	603	399	383	854	1164	53.36	63.82
MT1717	MT1717	hypothetical protein	high_iron:10%; butyrate:10%	-0.2053	0.898040746299986	640.66	232	181	206	3882	450	196.32	246.91
hisC1	Rv1600	histidinol-phosphate aminotransferase	microaerophilic:24%	-0.1556	0.675623393710351	618.7	699	665	752	438	566	137.36	151.94
Rv0200	Rv0200	transmembrane protein	high_iron:8%	-0.1509	0.568568050477109	634.4	659	776	729	461	573	288.22	317.72
Rv0373c	Rv0373c	carbon monoxyde dehydrogenase large subunit	hypoxia_late:32%; ctl_stationary:13%	-0.1833	0.846173520171966	617.65	679	548	664	518	690	19.19	21.76
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	-0.1468	0.557368561462809	626.55	653	759	715	448	583	143.5	158.03
mutA	Rv1492	methylmalonyl-CoA mutase small subunit	hypoxia_late:14%; hypoxia_fatty_acids:10%	-0.1467	0.581340506112789	617.18	646	729	710	411	619	63.82	70.27
Rv0539	Rv0539	dolichyl-phosphate sugar synthase	PBS_RIF_DDmtb:10%	-0.1688	0.696726608054842	636.45	675	693	667	534	620	196.87	219.98
Rv2468c	Rv2468c	hypothetical protein	ctl_exponential:9%	-0.1473	0.541176693249924	627.39	654	757	735	467	549	625.93	688.65
eccD3	Rv0290	ESX-3 secretion system protein EccD	microaerophilic:42%; zinc_limitation:12%; low_iron:10%	-0.145	0.500744495286673	630.32	684	807	732	455	510	599.89	658.74
MT0772.2	MT0772.2	hypothetical protein	hypoxia_late:55%	-0.2481	0.962660250482172	651.61	714	419	453	725	1039	34.91	41.64
mapA	Rv0734	methionine aminopeptidase	butyrate_plus_glucose:10%; tyloxopol:10%	-0.1407	0.485437433860676	619.41	694	795	721	428	500	544.23	595.81
Rv3212	Rv3212	hypothetical protein	high_iron:11%	-0.1581	0.607700143407494	630.9	691	752	699	492	541	472.84	524.27
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	-0.1445	0.562393420476901	614.95	671	755	680	404	597	183.84	201.84
Rv0731c	Rv0731c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	-0.1636	0.684255472915375	625.97	655	707	648	485	647	92.8	103.38
lpqV	Rv1064c	lipoprotein LpqV	hypoxia_late:34%	-0.2224	0.939217624953413	633.7	631	416	571	707	892	33.15	38.54
Rv2481c	Rv2481c	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	-0.1978	0.874061163586288	623.89	531	483	447	732	1003	47.43	54.42
PE_PGRS2	Rv0124	PE-PGRS family protein PE_PGRS2	hypoxia_late:43%	-0.1761	0.753451511155951	627.37	547	616	590	581	820	23.14	26.11
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	-0.1422	0.500853736627598	614.2	688	787	687	410	537	155.81	170.83
Rv2345	Rv2345	transmembrane protein	butyrate_plus_glucose:8%	-0.1442	0.482534901865032	621.46	681	810	727	434	497	258.81	284.08
PE_PGRS20	Rv1068c	PE-PGRS family protein PE_PGRS20	hypoxia_late:42%	-0.2037	0.815269439497041	664.36	265	263	225	3725	414	17.59	22.25
MT0853	MT0853	hypothetical protein	INDIGO_exponential:10%	-0.1955	0.85815237831949	619.56	518	465	499	705	976	108.14	123.67
Rv2896c	Rv2896c	hypothetical protein	hypoxia_late:26%	-0.1553	0.622718305407524	604.26	599	668	661	444	666	71.72	79.43
mpr17	Rvnc0017	fragment of putative small regulatory RNA	high_iron:10%	-0.2063	0.893272616433919	627.5	589	493	462	701	949	159.22	183.16
aceE	Rv2241	pyruvate dehydrogenase E1 component	high_iron:10%	-0.1371	0.418323726246119	606.96	690	766	794	417	426	344.65	376.21
Rv0274	Rv0274	hypothetical protein	ctl_stationary:10%	-0.1626	0.648305920049588	622.41	583	691	646	511	691	128.3	142.95
Rv3031	Rv3031	1,4-alpha-glucan branching protein	hypoxia_late:15%; low_iron:10%	-0.1512	0.570735400652477	611.94	638	746	675	426	600	79.13	87.4
Rv0145	Rv0145	S-adenosylmethionine-dependent methyltransferase	nutrient_limitation:14%; PBS_RIF_DDmtb:10%	-0.1396	0.425671980946587	605.81	701	801	711	408	459	831.27	909.28
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	-0.1419	0.454917838803738	606.44	685	780	718	414	479	347.54	380.74
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	-0.2129	0.902933784016281	623.19	743	517	515	489	901	76.09	87.91
