GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_noDrug	Rv0494_DMSO_noDrug
Rv2680	Rv2680	hypothetical protein	high_iron:10%	-0.1094	0.815071137129815	788.4	720	940	771	945	595	370.87	403.12
Rv1101c	Rv1101c	hypothetical protein	tyloxopol:9%	-0.1059	0.813039406458106	767.61	747	935	584	956	652	161.46	175.21
Rv3123	Rv3123	hypothetical protein	zinc_limitation:22%	-0.1345	0.945501460978938	804.34	830	710	959	892	651	152.64	168.81
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	-0.1341	0.937127522914069	811.57	769	731	911	941	719	34.16	37.9
MT0608	MT0608	hypothetical protein	microaerophilic:8%	-0.1198	0.878995676486167	803.9	736	846	900	937	622	297.29	325.5
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	-0.1435	0.956174973713124	808.04	697	692	745	961	969	44.92	50.1
Rv2262c	Rv2262c	conserved hypothetical protein	hypoxia_late:31%	-0.1275	0.92142587500132	781.91	716	715	731	953	807	39.53	43.65
MTS0900	MTS0900	small intergenic RNA	butyrate:33%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	-0.123	0.888463209905145	795.61	770	813	918	906	594	641.72	704.04
Rv2258c	Rv2258c	transcriptional regulator	zinc_limitation:14%; high_iron:10%	-0.1117	0.830959328470304	767.96	761	839	812	914	542	351.87	383.11
MT2115	MT2115	hypothetical protein	zinc_limitation:34%; human_sputum:15%	-0.136	0.941958576906341	796.07	631	657	617	1119	1026	131.26	145.58
murI	Rv1338	glutamate racemase	high_iron:9%	-0.1155	0.852306955245618	777.65	744	875	760	931	600	222.59	243.08
Rv1044	Rv1044	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.1318	0.931338433360822	777.84	715	682	686	970	856	52.26	57.84
galK	Rv0620	galactokinase	hypoxia_late:74%	-0.2261	0.996644650974623	817.22	1007	547	769	900	905	1.88	2.43
fic	Rv3641c	cell filamentation protein Fic	nutrient_limitation:11%; PBS_RIF_DDmtb:10%	-0.1531	0.973659851136238	785.85	938	608	862	917	637	77.39	86.89
Rv1585c	Rv1585c	phage protein	hypoxia_fatty_acids:28%; microaerophilic:12%; ctl_stationary:12%; butyrate:11%	-0.1271	0.897612066367503	795.47	620	729	737	1046	878	77.99	86.11
rsfB	Rv3687c	anti-anti-sigma factor RsfB	hypoxia_late:9%	-0.1221	0.877456767622683	791.87	649	831	750	974	773	177.42	194.72
Rv2310	Rv2310	excisionase	hypoxia_late:44%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-0.2411	0.997502783155619	816.84	936	432	708	989	1120	3.89	4.87
AS1890	AS1890	putative small regulatory RNA	ctl_stationary:18%; PBS_RIF_DDmtb:17%; hypoxia_late:15%	-0.2118	0.994704361513794	807.53	887	500	729	1006	975	14.81	17.48
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	-0.1019	0.737059146652524	730.42	783	947	483	967	543	529.77	572.86
ugpA	Rv2835c	sn-glycerol-3-phosphate ABC transporter permease UgpA	PBS_RIF_DDmtb:35%; hypoxia_late:15%	-0.1653	0.969170582830671	822.41	867	743	872	924	716	26.28	29.91
MT3718.1	MT3718.1	hypothetical protein	acidic_tyloxopol:14%	-0.227	0.994951319944886	817.6	840	327	934	1138	999	14.58	17.61
xseB	Rv1107c	exodeoxyribonuclease VII small subunit	INDIGO_exponential:10%	-0.1202	0.857685343992892	773.17	727	848	800	915	596	578.35	633.49
Rv2256c	Rv2256c	hypothetical protein	cholesterol:8%	-0.1141	0.816562000853013	767.23	752	895	791	923	513	1171.29	1277.1
arcA	Rv1001	arginine deiminase	ctl_stationary:9%	-0.1146	0.827398144827824	761.77	683	825	747	898	668	94.02	102.64
Rv1432	Rv1432	dehydrogenase	hypoxia_late:35%	-0.1237	0.885966600978268	769.6	630	740	685	968	848	27.11	29.89
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	-0.125	0.879735600878062	775.68	692	805	828	902	664	74.03	81.42
fdxA	Rv2007c	ferredoxin	hypoxia_hypoxic:16%; ctl_stationary:15%	-0.1793	0.969771056857643	847.71	703	600	1076	901	1008	467.65	533.98
Rv2686c	Rv2686c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:12%	-0.1287	0.900824045005929	769.76	617	693	642	1036	902	40.55	44.88
Rv3224B	Rv3224B	conserved hypothetical protein	high_iron:11%	-0.1135	0.819602423917267	746.44	682	827	663	899	676	526.91	574.22
aroD	Rv2537c	3-dehydroquinate dehydratase	low_iron:8%	-0.1115	0.806344318515991	739.7	705	857	588	930	646	316.82	344.97
Rv3284	Rv3284	hypothetical protein	human_sputum:10%	-0.1058	0.765254291553899	725.98	743	914	515	935	574	643.22	697.4
MTS1338	MTS1338	small intergenic RNA	cholesterol:30%; nutrient_limitation:25%; hypoxia_fatty_acids:14%	-0.1556	0.958785298226734	798.01	714	568	932	885	925	508.18	570.86
hisI	Rv1606	phosphoribosyl-AMP cyclohydrolase	microaerophilic:22%	-0.1298	0.895970229449041	773.83	676	751	777	955	724	200.53	221.42
Rv0138	Rv0138	hypothetical protein	INDIGO_exponential:10%	-0.1248	0.891870132942702	759.83	638	732	576	994	899	69.59	76.59
mmpL1	Rv0402c	transmembrane transport protein MmpL1	hypoxia_late:16%	-0.1217	0.885602096441924	751.49	771	754	798	849	598	36.99	40.65
MT1790	MT1790	hypothetical protein	hypoxia_late:31%	-0.1863	0.988852191005526	784.04	815	454	707	1029	991	67.12	77.62
Rv0893c	Rv0893c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	-0.12	0.867298868688849	742.28	648	744	594	940	810	52.6	57.7
MT1342	MT1342	hypothetical protein	hypoxia_hypoxic:14%; INDIGO_exponential:14%	-0.1319	0.910954420665055	764.03	671	714	699	936	815	400.98	442.8
Rv0763c	Rv0763c	ferredoxin	microaerophilic:16%; hypoxia_fatty_acids:13%; ctl_stationary:11%	-0.1863	0.989901036841526	770.76	753	386	704	1065	1060	28.09	32.55
lppP	Rv2330c	lipoprotein LppP	hypoxia_late:19%	-0.2287	0.992871123728327	815.93	963	510	999	815	844	8.76	10.58
arfB	Rv0900	membrane protein	ctl_stationary:7%	-0.1506	0.950508062473239	778.9	657	615	727	1003	929	100.33	112.34
Rv0606	Rv0606	transposase	zinc_limitation:33%	-0.1142	0.794141818323255	745.98	690	868	691	913	592	235.12	256.51
Rv0163	Rv0163	hypothetical protein	hypoxia_late:12%; human_sputum:12%	-0.1539	0.961889269166634	767.97	757	575	882	886	762	53.56	60.1
vapB10	Rv1398c	antitoxin VapB10	nutrient_limitation:21%; cholesterol:15%	-0.1203	0.819274194489309	758.05	709	862	820	909	524	6535.56	7158.43
Rv3784	Rv3784	dTDP-glucose 4,6-dehydratase	hypoxia_late:11%; INDIGO_exponential:10%	-0.1471	0.943631846067597	769.98	810	685	865	894	615	63.96	71.51
Rv3594	Rv3594	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.1208	0.848475781245057	749.46	644	778	682	938	722	91.39	100.24
amiA1	Rv3305c	N-acyl-L-amino acid amidohydrolase AmiA	high_iron:9%	-0.1127	0.792351436066841	725.68	691	821	589	928	626	148.08	161.55
MT0910.2	MT0910.2	hypothetical protein	PBS_RIF_DDmtb:30%; hypoxia_late:27%; ctl_stationary:12%	-0.2341	0.995868946071505	774.26	893	361	667	1055	1020	8.07	9.94
Rv3736	Rv3736	AraC/XylS family transcriptional regulator	PBS_RIF_DDmtb:18%	-0.126	0.885077992463083	742.63	668	689	759	907	702	61.79	68.04
MT2924	MT2924	hypothetical protein	hypoxia_late:18%	-0.1493	0.9481407774389	765.83	767	627	793	932	726	69.38	77.78
ltp4	Rv3522	lipid transfer protein	hypoxia_late:13%; human_sputum:12%	-0.1289	0.88502693122604	752.45	688	772	735	870	704	52.39	57.81
cysH	Rv2392	phosphoadenosine phosphosulfate reductase	microaerophilic:12%	-0.1225	0.832517887490776	756.91	704	810	829	922	548	810.32	888.8
Rv1265	Rv1265	hypothetical protein	ctl_stationary:14%; nutrient_limitation:11%	-0.1213	0.829337188771789	749.59	717	832	822	884	523	459.08	503.11
Rv2039c	Rv2039c	sugar ABC transporter permease	hypoxia_late:20%; ctl_stationary:11%	-0.1432	0.925596524800032	771.27	625	654	730	1004	875	23.51	26.33
Rv0078A	Rv0078A	hypothetical protein	hypoxia_fatty_acids:8%	-0.1126	0.787256059885813	719.15	686	828	613	875	614	230.94	251.6
mbtE	Rv2380c	peptide synthetase	low_iron:44%; human_sputum:12%	-0.114	0.766498837838369	740.93	681	898	722	883	550	42.51	46.47
Rv1619	Rv1619	hypothetical protein	hypoxia_late:14%	-0.119	0.812062079381237	731.77	645	802	633	916	682	65.77	72.11
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	-0.1289	0.868061179471479	753.72	627	761	808	879	706	49.97	55.13
ftsY	Rv2921c	signal recognition particle receptor FtsY	hypoxia_late:12%	-0.1097	0.757052844917055	713.46	706	837	600	905	551	198.83	216.24
MT2722	MT2722	hypothetical protein	PBS_RIF_DDmtb:15%	-0.2356	0.995802223228846	767.34	968	335	703	998	960	27.79	33.46
Rv1167c	Rv1167c	transcriptional regulator	PBS_RIF_DDmtb:15%; nutrient_limitation:12%	-0.1166	0.815603399560931	715.61	656	765	590	891	694	154.87	169.26
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	-0.1119	0.781862069333818	708.21	693	809	557	896	613	133.81	145.78
asd	Rv3708c	aspartate-semialdehyde dehydrogenase	microaerophilic:25%	-0.1089	0.738789595352785	711.38	722	865	559	921	533	435.68	473.45
Rv2452c	Rv2452c	hypothetical protein	human_sputum:22%	-0.2428	0.994283557800818	782.74	961	486	831	855	828	34.18	41.04
Rv2929	Rv2929	hypothetical protein	human_sputum:12%; tyloxopol:10%	-0.1407	0.922732602783132	748.69	653	622	792	903	791	98.5	109.48
ptkA	Rv2232	protein tyrosine kinase transcriptional regulator PtkA	hypoxia_late:14%	-0.1366	0.925210976070025	727.79	844	687	784	783	559	101.25	112.25
vapC12	Rv1720c	ribonuclease VapC12	hypoxia_late:21%; ctl_stationary:10%	-0.1985	0.986723849742902	780.51	903	528	810	873	821	23.6	27.53
MT3322	MT3322	hypothetical protein	high_iron:11%	-0.1152	0.793449449035803	712.88	664	801	618	872	627	529.52	577.77
Rv0609A	Rv0609A	hypothetical protein	ctl_stationary:10%	-0.1297	0.863855705823722	744.7	613	746	695	918	768	196.48	216.65
pstA1	Rv0930	phosphate ABC transporter permease PstA	INDIGO_exponential:10%	-0.1205	0.802411139032286	729.82	699	826	734	887	530	375.97	411.94
Rv0146	Rv0146	S-adenosylmethionine-dependent methyltransferase	PBS_RIF_DDmtb:13%; low_iron:11%	-0.1113	0.753709189951301	704.78	698	845	570	874	567	210.87	229.58
MT3149.1	MT3149.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:10%	-0.1964	0.988788117833708	762.96	707	443	539	1159	1103	14.36	16.78
mcr15	Rvnc0011	putative small regulatory RNA	human_sputum:12%	-0.135	0.899067751207882	740.96	643	695	736	878	763	140.6	155.63
Rv0110	Rv0110	integral membrane protein	hypoxia_late:17%	-0.1212	0.845690628402813	709.75	640	717	521	926	777	73.5	80.65
rpe	Rv1408	ribulose-phosphate 3-epimerase	human_sputum:10%	-0.11	0.741466531644828	693.54	711	852	495	882	570	287.19	312.38
prrB	Rv0902c	two component sensor histidine kinase PrrB	cholesterol:8%	-0.1183	0.757112557066648	720.73	652	841	725	871	541	157.85	172.71
Rv2223c	Rv2223c	carboxylesterase B	tyloxopol:10%	-0.1201	0.79470009763539	709.42	680	756	789	823	521	121.19	132.77
Rv1051c	Rv1051c	hypothetical protein	hypoxia_late:38%; ctl_stationary:17%; human_sputum:12%	-0.2032	0.983529975818311	779.56	781	507	837	934	879	6.05	7.24
hemL	Rv0524	glutamate-1-semialdehyde 2,1-aminomutase	high_iron:9%	-0.1058	0.663468979928228	679.23	741	894	426	925	490	567.19	615.01
hemZ	Rv1485	ferrochelatase	INDIGO_exponential:8%	-0.1301	0.835109434528192	730.55	665	758	805	881	565	142.1	156.85
trpS	Rv3336c	tryptophan--tRNA ligase	INDIGO_exponential:10%	-0.1181	0.77889188764599	703.39	695	764	738	839	505	257.2	281.27
Rv2949c	Rv2949c	chorismate pyruvate-lyase	INDIGO_exponential:15%; acidic:12%	-0.1457	0.892897448773113	763.3	619	669	853	840	853	1051.99	1172.49
Rv0910	Rv0910	toxin	acidic:10%	-0.1233	0.808602899142485	707.54	660	735	783	831	547	336.78	369.57
PE35	Rv3872	PE family protein PE35	hypoxia_rar:11%; human_sputum:10%	-0.1125	0.733413400018979	679.71	685	835	475	876	571	618.01	673.35
Rv1233c	Rv1233c	hypothetical protein	tyloxopol:16%; human_sputum:13%	-0.1165	0.744827312788258	700.43	654	795	690	858	529	406.5	444.14
cyp135B1	Rv0568	cytochrome P450 Cyp135B1	hypoxia_hypoxic:8%	-0.1123	0.70060766469108	688.26	675	812	644	865	480	317.29	345.62
Rv0749A	Rv0749A	hypothetical protein	human_sputum:12%	-0.1793	0.973002852462336	739.23	745	492	710	950	841	74.48	85.17
bioA	Rv1568	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	hypoxia_late:20%	-0.1296	0.860192336194745	699.59	667	660	724	832	624	56.88	62.79
Rv0269c	Rv0269c	hypothetical protein	hypoxia_late:18%	-0.1325	0.843809811336057	722.61	650	749	804	821	602	64.43	71.24
rmlD	Rv3266c	dTDP-4-dehydrorhamnose reductase	hypoxia_late:9%	-0.1161	0.742312796079357	684.88	658	773	619	846	549	215.28	235.21
Rv3555c	Rv3555c	hypothetical protein	hypoxia_late:17%; zinc_limitation:13%; human_sputum:10%	-0.1335	0.853079950472706	717.67	651	733	741	869	608	95.62	105.83
sigM	Rv3911	ECF RNA polymerase sigma factor SigM	hypoxia_late:11%	-0.1275	0.837993725708977	697.72	603	684	563	904	760	73.62	81.14
Rv3256c	Rv3256c	hypothetical protein	hypoxia_late:13%	-0.1284	0.809657044456674	710.51	669	745	768	857	535	248.75	274.13
Rv0025	Rv0025	hypothetical protein	human_sputum:10%	-0.1545	0.929616461635767	726.94	712	602	887	845	612	131.72	147.86
lppM	Rv2171	lipoprotein LppM	PBS_RIF_DDmtb:11%	-0.124	0.804649677693676	695.91	614	718	654	848	657	114.75	126.06
Rv0750	Rv0750	hypothetical protein	human_sputum:9%	-0.1393	0.88108220076844	723.17	569	617	657	946	863	108.67	120.78
relF	Rv2865	antitoxin RelF	hypoxia_fatty_acids:21%	-0.145	0.911444503487526	712.39	626	578	700	895	785	99.31	110.75
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	-0.1219	0.78214888991011	699.07	629	776	631	854	621	114.53	125.67
Rv3371	Rv3371	diacyglycerol O-acyltransferase	nutrient_limitation:21%	-0.136	0.850825286376079	727.86	647	750	809	850	599	57.51	63.79
Rv3553	Rv3553	oxidoreductase	human_sputum:23%; hypoxia_late:22%; hypoxia_fatty_acids:10%	-0.1292	0.818467395893028	702.51	584	709	624	912	705	54.81	60.58
aspB	Rv3565	aspartate aminotransferase AspB	hypoxia_late:17%; human_sputum:13%	-0.137	0.858020891138766	724.32	574	663	748	890	766	28.05	31.2
MT2246	MT2246	hypothetical protein	zinc_limitation:43%; hypoxia_late:12%	-0.1853	0.965285437650068	756.75	719	519	950	861	772	48.34	55.56
Rv2828c	Rv2828c	hypothetical protein	hypoxia_late:17%; microaerophilic:11%	-0.1272	0.804058185676709	699.48	601	730	649	860	671	132.33	145.69
hemC	Rv0510	porphobilinogen deaminase	high_iron:8%	-0.1156	0.689264052347305	679.76	663	833	610	856	475	965.25	1053.63
cysG	Rv2847c	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	hypoxia_late:10%	-0.1205	0.744977144805463	680.91	636	796	599	834	561	109.56	120.11
MT0009	MT0009	hypothetical protein	ctl_stationary:12%; hypoxia_late:12%	-0.2493	0.992385672923556	724.28	812	342	698	949	921	19.92	24.21
sugB	Rv1237	sugar ABC transporter permease SugB	PBS_RIF_DDmtb:11%	-0.1253	0.800436906208822	669.79	609	711	441	908	725	75.79	83.49
Rv3335c	Rv3335c	integral membrane protein	hypoxia_late:13%	-0.1239	0.74888722991857	694.55	623	791	693	842	545	176.09	193.45
Rv1752	Rv1752	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:11%; high_iron:11%	-0.1266	0.795982143143075	675.83	600	722	533	862	685	151.55	166.79
Rv1433	Rv1433	hypothetical protein	tyloxopol:10%	-0.1133	0.67652247259168	644.42	670	823	404	837	544	247.32	269.67
Rv2802c	Rv2802c	arginine/hypothetical protein	hypoxia_late:27%	-0.1385	0.876577240799007	693.25	673	632	744	828	601	62.5	69.43
glpQ1	Rv3842c	glycerophosphoryl diester phosphodiesterase	cholesterol:18%; butyrate:16%	-0.1164	0.688007667833555	662.73	659	777	560	864	489	972.75	1062.68
vapC9	Rv0960	ribonuclease VapC9	hypoxia_fatty_acids:10%	-0.1552	0.923659385601496	704.53	754	645	806	779	555	142.81	160.22
Rv0191	Rv0191	MFS-type transporter	hypoxia_late:15%	-0.1327	0.813270855321681	691.77	674	739	742	817	508	128.97	142.63
Rv2327	Rv2327	hypothetical protein	human_sputum:19%; butyrate_plus_glucose:12%	-0.1239	0.753589603419041	678.57	662	763	713	791	487	443.2	486.59
thiX	Rv0816c	thioredoxin ThiX	hypoxia_late:19%	-0.1578	0.909498760893347	719.22	618	597	785	888	728	58.83	66.27
serS	Rv3834c	serine--tRNA ligase	hypoxia_late:22%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	-0.1583	0.933909404887723	688.52	726	555	780	771	625	24.48	27.66
Rv0395	Rv0395	hypothetical protein	hypoxia_late:55%; ctl_stationary:11%	-0.277	0.990736092913613	731.97	816	391	765	893	864	4.94	6.34
mce2C	Rv0591	Mce family protein Mce2C	hypoxia_late:27%; PBS_RIF_DDmtb:15%; microaerophilic:13%	-0.1509	0.886152181209385	706.48	585	634	701	889	742	14.97	16.9
MT2369	MT2369	hypothetical protein	hypoxia_late:43%	-0.2426	0.992339861343862	678.84	713	249	355	1187	1190	11.96	14.69
PPE19	Rv1361c	PPE family protein PPE19	acidic:23%	-0.1196	0.676154205436405	650.28	641	760	564	836	482	1525.87	1670.34
Rv2901c	Rv2901c	hypothetical protein	INDIGO_exponential:11%	-0.1239	0.697423232880011	671.04	616	784	680	826	479	1250.97	1373.4
aroB	Rv2538c	3-dehydroquinate synthase	microaerophilic:13%	-0.1208	0.684515975040384	651.19	632	782	565	808	497	215.02	235.69
moaB2	Rv0984	pterin-4-alpha-carbinolamine dehydratase	microaerophilic:26%; ctl_stationary:11%	-0.1192	0.642026483810804	640.28	633	768	602	801	433	788.33	862.65
Rv0517	Rv0517	acyltransferase	hypoxia_late:12%	-0.1233	0.734756033687174	636.57	606	697	514	803	582	78.51	86.29
MT0204.1	MT0204.1	hypothetical protein	hypoxia_late:30%; ctl_stationary:19%; human_sputum:12%; PBS_RIF_DDmtb:12%	-0.4556	0.998575815312306	637.86	914	92	290	1203	1207	1.06	2.64
fadD10	Rv0099	fatty-acid--CoA ligase FadD10	PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.1341	0.78562548983217	652.77	568	675	538	827	675	29.12	32.32
Rv1565c	Rv1565c	hypothetical protein	tyloxopol:11%	-0.1192	0.644357722770953	636.07	639	786	534	813	448	199.9	218.86
MT1025.3	MT1025.3	hypothetical protein	cholesterol:12%; zinc_limitation:10%	-0.1371	0.795845318256677	672.21	635	691	770	775	509	527.47	584.33
mprB	Rv0982	two component histidine-protein kinase/phosphatase MprB	microaerophilic:16%; nutrient_limitation:11%	-0.1344	0.762622846691585	676.55	628	724	779	812	470	345.1	381.68
purB	Rv0777	adenylosuccinate lyase PurB	hypoxia_late:8%	-0.1197	0.650233083294099	633	634	767	531	776	485	156.32	171.21
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	-0.117	0.611973409925295	633.94	646	819	544	807	405	830.25	907.13
dfrA	Rv2763c	dihydrofolate reductase	PBS_RIF_DDmtb:8%	-0.1246	0.73299893634162	628.38	608	700	403	838	635	191.55	210.65
MT3984	MT3984	hypothetical protein	microaerophilic:10%	-0.1461	0.863096877026283	650.79	732	633	668	741	496	819.8	914.23
MT1771.1	MT1771.1	hypothetical protein	butyrate:13%; tyloxopol:11%; hypoxia_late:10%	-0.2352	0.979773624240138	704.72	672	430	638	843	1010	29.13	34.91
MT0973	MT0973	hypothetical protein	hypoxia_late:32%; ctl_stationary:14%	-0.1928	0.962453690445007	669.91	583	371	571	979	950	19.89	23.17
lpqP	Rv0671	lipoprotein LpqP	PBS_RIF_DDmtb:21%	-0.1408	0.788879566554418	659.85	605	679	715	800	518	132.05	146.9
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	-0.1468	0.841830474665098	651.7	507	545	607	841	792	114.87	128.19
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	-0.1209	0.641130069293615	627.26	611	748	575	769	460	145.72	159.72
Rv2859c	Rv2859c	glutamine amidotransferase	hypoxia_late:16%	-0.1224	0.691981859275693	614.89	612	701	421	810	566	137.29	150.8
Rv3489	Rv3489	hypothetical protein	human_sputum:11%	-0.132	0.707066514776422	642.04	621	708	721	746	441	1411.9	1558.55
moeY	Rv1355c	molybdopterin biosynthesis protein MoeY	hypoxia_late:15%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.1369	0.773523517161373	638.44	536	688	497	816	681	16.94	18.9
mmpL2	Rv0507	transmembrane transport protein MmpL2	hypoxia_late:14%	-0.1281	0.649306420023376	638.01	581	757	658	767	455	90.32	99.57
pimA	Rv2610c	alpha-(1-2)-phosphatidylinositol mannosyltransferase	zinc_limitation:8%	-0.126	0.646374394524528	632.65	594	752	608	766	468	206.98	227.66
vapB9	Rv0959A	antitoxin VapB9	hypoxia_fatty_acids:11%	-0.1686	0.922008535647589	650.89	684	520	650	754	658	105.03	119.03
Rv3856c	Rv3856c	hypothetical protein	PBS_RIF_DDmtb:9%	-0.1264	0.641798897107452	634.33	598	759	637	760	446	274.2	301.64
Rv0078B	Rv0078B	hypothetical protein	human_sputum:16%	-0.1313	0.732748683238215	623.37	570	631	572	781	575	421.98	465.73
Rv2851c	Rv2851c	GCN5-like N-acetyltransferase	microaerophilic:23%	-0.1413	0.762894076857664	651.11	604	662	728	788	494	321.36	357.38
Rv0856	Rv0856	hypothetical protein	INDIGO_exponential:9%	-0.1428	0.788879173877883	637.49	579	650	656	742	568	155.85	173.43
PPE60	Rv3478	PE family protein PPE60	acidic:25%	-0.1233	0.638020854174894	614.19	607	706	537	798	453	1952.49	2142.97
alr	Rv3423c	alanine racemase	human_sputum:13%; hypoxia_late:12%	-0.1261	0.640197596680947	618.37	596	736	536	778	473	208.97	229.94
MT1070	MT1070	hypothetical protein	ctl_stationary:14%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.2818	0.987620962598612	658.39	725	241	666	866	937	16.33	20.36
Rv3166c	Rv3166c	hypothetical protein	hypoxia_late:19%	-0.1517	0.800494866514342	652.38	477	621	648	830	712	28.74	32.34
Rv0947c	Rv0947c	mycolyl transferase	INDIGO_exponential:11%	-0.1966	0.957781140841896	638.5	750	352	675	835	641	83.95	97.57
Rv0611c	Rv0611c	hypothetical protein	human_sputum:11%	-0.1442	0.787138326657362	635.55	590	642	670	756	531	201.9	224.83
Rv3175	Rv3175	amidase	hypoxia_late:17%; butyrate:14%	-0.1328	0.719696934255234	615.34	555	677	506	777	580	48.22	53.39
serV	Rvnt41	tRNA-Ser	human_sputum:18%; hypoxia_late:16%	-0.1921	0.951705575667334	638.1	687	429	603	768	735	121.01	139.52
hemN	Rv2388c	oxygen-independent coproporphyrinogen III oxidase	hypoxia_late:8%	-0.1343	0.703951970420032	627.45	602	686	643	759	467	184.5	204.19
era	Rv2364c	GTPase Era	PBS_RIF_DDmtb:9%	-0.1398	0.763978679831504	627.07	661	678	687	721	416	259.13	287.73
