GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
Rv0036c	Rv0036c	hypothetical protein	hypoxia_late:8%	-0.0409	0.99989662431804	1204.92	1152	1280	1115	1476	1026	274.52	279.56
Rv3603c	Rv3603c	hypothetical protein	hypoxia_rar:11%	-0.0393	0.99993282271729	1153.11	1024	1075	1177	1438	1074	129.06	131.23
Rv2645	Rv2645	hypothetical protein	hypoxia_late:25%	-0.0523	0.999985242947474	1167.18	1027	861	1001	1694	1342	38.97	40.03
Rv3235	Rv3235	hypothetical protein	hypoxia_late:15%	-0.0429	0.999925045667022	1186.41	1111	1217	1076	1433	1112	104.6	106.64
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	-0.039	0.999877251667566	1183.88	1115	1266	1162	1418	981	261.75	266.1
Rv3755c	Rv3755c	hypothetical protein	high_iron:8%	-0.0382	0.999909411057039	1153.83	1056	1067	1127	1465	1078	229.33	233.22
fadE9	Rv0752c	acyl-CoA dehydrogenase FadE9	hypoxia_fatty_acids:30%	-0.0392	0.999895805340508	1172.5	1107	1194	1130	1403	1044	113.23	115.16
Rv3421c	Rv3421c	hypothetical protein	hypoxia_late:17%	-0.0451	0.999889057377165	1209.98	1311	1270	1093	1382	1014	232.42	237.35
lppD	Rv1899c	lipoprotein LppD	microaerophilic:15%	-0.0396	0.999844308858682	1189.61	1198	1256	1117	1440	963	723.84	736.46
pepA	Rv0125	serine protease PepA	hypoxia_rar:9%	-0.0383	0.999855584013768	1183.44	1131	1261	1139	1459	956	401.87	408.36
vapB20	Rv2550c	antitoxin VapB20	PBS_RIF_DDmtb:12%	-0.0586	0.999968737659975	1234.43	1202	1144	914	1671	1301	120.14	124.35
pepN	Rv2467	aminopeptidase PepN	ctl_exponential:9%	-0.036	0.99978634318104	1186.31	1181	1307	1132	1424	919	207.4	210.42
moaX	Rv3323c	MoaD-MoaE fusion protein MoaX	hypoxia_late:13%; human_sputum:11%	-0.053	0.999979680294063	1178.83	1057	1012	1089	1537	1235	46.26	47.44
Rv3660c	Rv3660c	hypothetical protein	nutrient_limitation:23%; PBS_RIF_DDmtb:20%; ctl_stationary:14%; hypoxia_late:10%	-0.0492	0.99999047559055	1109.73	832	675	1137	1747	1312	26.92	27.54
purK	Rv3276c	N5-carboxyaminoimidazole ribonucleotide synthase	hypoxia_late:11%	-0.0402	0.999859026497545	1186.39	1136	1295	1103	1415	1005	187.74	191.1
Rv2781c	Rv2781c	oxidoreductase	low_iron:26%	-0.0388	0.999890380714783	1148.21	1064	1109	1174	1401	1012	220.53	224.16
yrbE1A	Rv0167	membrane protein	acidic:13%; acidic_tyloxopol:12%; butyrate_plus_glucose:11%	-0.0426	0.999873811155298	1186.79	1197	1216	1104	1452	989	841.12	857.62
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	-0.048	0.9999134590826	1196.09	1169	1233	1034	1484	1085	234.03	239.73
lppQ	Rv2341	lipoprotein LppQ	hypoxia_late:25%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.0675	0.999998788478278	1110.08	843	558	1074	1755	1542	8.36	8.69
vapB29	Rv0616A	antitoxin VapB29	ctl_stationary:11%	-0.0628	0.999982657532543	1194.56	1127	971	998	1699	1244	105.12	108.75
Rv1154c	Rv1154c	hypothetical protein	ctl_stationary:9%	-0.0469	0.999974538647902	1119.14	890	885	1105	1548	1232	53.28	54.4
ctaB	Rv1451	protoheme IX farnesyltransferase	INDIGO_exponential:9%	-0.041	0.999887588270479	1159.76	1043	1166	1100	1494	1025	349.52	356.17
vapB15	Rv2009	antitoxin VapB15	INDIGO_exponential:16%; tyloxopol:13%	-0.0473	0.999890093347561	1189.89	1282	1227	1051	1351	1054	331.92	339.43
Rv3898c	Rv3898c	hypothetical protein	ctl_exponential:8%	-0.0472	0.999904338109996	1185.13	1217	1210	1049	1390	1075	220.7	225.57
Rv1628c	Rv1628c	hypothetical protein	hypoxia_fatty_acids:19%	-0.0417	0.999918899570688	1138.23	1031	1029	1082	1457	1118	170.64	173.98
fbpA	Rv3804c	diacylglycerol acyltransferase/mycolyltransferase Ag85A	hypoxia_rar:13%; acidic:10%	-0.0418	0.999857243379915	1171.99	1193	1195	1099	1394	997	3676.75	3745.57
Rv3900c	Rv3900c	hypothetical protein	hypoxia_late:15%	-0.0479	0.999929139602425	1164.09	1129	1071	1079	1509	1061	137.58	140.8
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	-0.0401	0.999837796470898	1166.4	1097	1285	1110	1389	974	155.81	158.56
Rv3405c	Rv3405c	HTH-type transcriptional regulator	hypoxia_fatty_acids:11%	-0.0502	0.999950381102609	1161.42	1015	1064	1006	1587	1181	91.07	93.53
rplF	Rv0719	50S ribosomal protein L6	high_iron:9%	-0.0423	0.999859463268234	1167.23	1267	1132	1129	1387	945	1501.56	1529.86
Rv1126c	Rv1126c	hypothetical protein	human_sputum:10%	-0.0439	0.999910553894699	1147.27	1100	1086	1087	1399	1080	133.59	136.3
Rv0628c	Rv0628c	hypothetical protein	hypoxia_fatty_acids:11%; hypoxia_late:11%; ctl_stationary:10%	-0.0454	0.999871090686825	1182.82	1200	1245	1077	1411	1002	169.63	173.3
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	-0.0458	0.999881325381025	1174.6	1168	1209	1083	1446	991	2028.35	2072.64
Rv0247c	Rv0247c	succinate dehydrogenase iron-sulfur subunit	tyloxopol:13%	-0.0403	0.999839627060641	1160.33	1099	1263	1118	1405	943	506.22	515.15
dinF	Rv2836c	DNA-damage-inducible protein DinF	PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.0435	0.999902045734221	1146.02	1139	1074	1133	1381	1019	128.07	130.61
Rv1461	Rv1461	hypothetical protein	low_iron:20%; zinc_limitation:15%; nutrient_limitation:12%	-0.0381	0.999793115810036	1146.05	1079	1226	1134	1406	914	357.17	362.89
Rv3577	Rv3577	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%	-0.0483	0.99995605165747	1126.45	984	968	1069	1518	1134	59.08	60.52
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	-0.067	0.999992387843486	1161.37	1033	903	1028	1575	1329	20.81	21.56
accA1	Rv2501c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:40%; low_iron:10%	-0.0392	0.999860319668513	1125.83	1098	1037	1165	1385	966	123.25	125.3
bioB	Rv1589	biotin synthetase	zinc_limitation:13%	-0.0401	0.99980868760571	1145.58	1032	1282	1088	1395	959	275.7	280.6
vapB2	Rv0300	antitoxin VapB2	INDIGO_exponential:10%	-0.0421	0.999879187576683	1130.54	1029	1135	1080	1366	1058	431.73	439.84
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	-0.0411	0.999833948125438	1145.1	1170	1155	1121	1327	967	783.46	797.54
wbbL2	Rv1525	rhamnosyl transferase WbbL	microaerophilic:14%; hypoxia_late:13%	-0.0452	0.999926630278974	1115.87	1008	993	1094	1426	1084	91.38	93.31
Rv2302	Rv2302	hypothetical protein	acidic:9%	-0.0483	0.999896916440158	1152.89	1142	1119	1047	1445	1034	582.38	596.48
lpqV	Rv1064c	lipoprotein LpqV	hypoxia_late:34%	-0.0593	0.999992255762924	1100.24	872	711	1078	1635	1324	33.15	34.11
Rv3631	Rv3631	transferase	zinc_limitation:10%; hypoxia_late:10%	-0.0525	0.999959330038661	1130.19	1042	963	1072	1504	1106	63.46	65.11
Rv3197	Rv3197	ABC transporter ATP-binding protein	nutrient_limitation:18%	-0.0367	0.999718935932759	1125.16	1061	1223	1131	1380	864	497.6	505.03
alaV	Rvnt15	tRNA-Ala	hypoxia_late:16%; hypoxia_hypoxic:16%	-0.0656	0.999993341528641	1123.48	935	778	965	1656	1396	75.5	78.18
guaB3	Rv3410c	oxidoreductase	microaerophilic:14%; hypoxia_late:10%	-0.0446	0.999799246376263	1151.69	1204	1236	1065	1296	973	146.28	149.32
Rv2542	Rv2542	hypothetical protein	hypoxia_late:9%	-0.0422	0.999788509790362	1138.62	1157	1189	1066	1306	988	128.27	130.72
rplD	Rv0702	50S ribosomal protein L4	butyrate_plus_glucose:10%	-0.043	0.999815724653824	1134.68	1186	1127	1108	1348	925	2394.98	2441.41
Rv1847	Rv1847	esterase	low_iron:11%	-0.0576	0.999952940917409	1147.33	1083	1088	1019	1473	1100	133.44	137.62
MT2924	MT2924	hypothetical protein	hypoxia_late:18%	-0.0555	0.99997071288386	1112.42	860	975	904	1582	1323	34.59	35.63
echA1	Rv0222	enoyl-CoA hydratase EchA1	acidic:10%	-0.0396	0.999792524813697	1113.59	982	1183	1067	1352	1004	215.8	219.6
nusB	Rv2533c	N utilization substance protein B	hypoxia_rar:8%	-0.0403	0.999760837353076	1128.77	1078	1202	1056	1355	972	479.64	488.36
dfrA	Rv2763c	dihydrofolate reductase	PBS_RIF_DDmtb:8%	-0.0466	0.999929349380399	1095.51	986	954	1112	1404	1049	220.53	225.44
glmS	Rv3436c	glucosamine--fructose-6-phosphate aminotransferase	zinc_limitation:14%	-0.0398	0.999735703737082	1126.4	1087	1235	1102	1319	911	149.34	151.9
lpqS	Rv0847	lipoprotein LpqS	microaerophilic:28%; hypoxia_fatty_acids:26%	-0.0556	0.999940318294211	1144.23	1080	1093	1000	1490	1088	184.86	190.47
Rv1322A	Rv1322A	hypothetical protein	human_sputum:11%; INDIGO_exponential:10%	-0.0391	0.999742507194074	1115.26	1046	1167	1096	1384	910	2761.66	2808.33
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	-0.0439	0.999783998470406	1132.91	1108	1224	1044	1323	982	128.25	130.9
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	-0.0501	0.999940195234527	1109.06	970	1038	1084	1388	1087	24.38	24.96
Rv0941c	Rv0941c	hypothetical protein	microaerophilic:10%; ctl_stationary:10%	-0.0465	0.999953308651186	1072.24	876	814	1109	1487	1138	78.59	80.27
Rv1443c	Rv1443c	hypothetical protein	zinc_limitation:7%	-0.0501	0.99990022710471	1131.84	1073	1059	993	1469	1094	198.79	204.19
purH	Rv0957	bifunctional phosphoribosylaminoimidazolecarboxamide	hypoxia_late:10%	-0.0455	0.99975658737903	1145.47	1207	1247	1052	1330	916	221.42	226.19
Rv1249c	Rv1249c	membrane protein	ctl_exponential:8%	-0.0462	0.999805971229467	1134.12	1153	1191	1050	1332	962	255.04	260.72
Rv0441c	Rv0441c	hypothetical protein	ctl_stationary:10%	-0.0417	0.99984127386438	1102.17	968	1091	1063	1377	1033	318.71	324.93
Rv0200	Rv0200	transmembrane protein	high_iron:8%	-0.0471	0.999810527911914	1138.37	1171	1201	1053	1336	950	288.22	294.68
Rv0495c	Rv0495c	hypothetical protein	high_iron:9%	-0.0407	0.99976337179108	1110.45	1041	1208	1097	1304	922	276.99	281.94
rocE	Rv2320c	cationic amino acid transporter permease RocE	hypoxia_late:16%; ctl_stationary:15%	-0.0529	0.999959852381354	1093.55	981	846	1057	1512	1125	25.99	26.69
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	-0.0408	0.999680417612367	1126.61	1091	1264	1058	1364	887	347.54	353.8
Rv1939	Rv1939	oxidoreductase	hypoxia_late:18%; microaerophilic:16%	-0.0629	0.999981489928039	1108.31	906	925	912	1536	1336	22.96	23.77
Rv2141c	Rv2141c	hypothetical protein	PBS_RIF_DDmtb:12%	-0.0546	0.999906426027748	1144.14	1210	1117	1046	1354	1010	92.12	94.74
blaC	Rv2068c	beta-lactamase	INDIGO_exponential:8%	-0.0446	0.999847217658061	1100.52	1121	966	1075	1343	1016	148.61	151.77
Rv2078	Rv2078	hypothetical protein	hypoxia_late:16%	-0.061	0.999969249075535	1111.45	1001	912	935	1546	1222	64.44	66.6
Rv0093c	Rv0093c	membrane protein	hypoxia_late:13%	-0.0502	0.999884009595952	1123.13	1030	1173	983	1374	1076	72.99	74.83
recC	Rv0631c	exonuclease V subunit gamma RecC	hypoxia_late:47%	-0.0463	0.999910910011589	1080.97	936	979	1124	1363	1028	33.52	34.24
MTS0194	MTS0194	small intergenic RNA	low_iron:21%	-0.0481	0.999795742566529	1129.68	1158	1186	982	1314	1024	336.07	344.25
Rv0258c	Rv0258c	hypothetical protein	cholesterol:10%	-0.0558	0.999963260516588	1089.13	894	930	1013	1430	1223	60.83	62.52
MT2246	MT2246	hypothetical protein	zinc_limitation:43%; hypoxia_late:12%	-0.0636	0.999969082568845	1121.39	1048	984	992	1467	1149	93.08	96.18
fba	Rv0363c	fructose-bisphosphate aldolase	zinc_limitation:10%	-0.0413	0.999699650072342	1106.45	1103	1177	1101	1317	860	424.1	431.76
MT3268	MT3268	hypothetical protein	hypoxia_late:29%; ctl_stationary:24%	-0.1201	0.999999605946622	1129.52	962	576	819	1898	1668	1.32	1.68
Rv2630	Rv2630	hypothetical protein	microaerophilic:20%; hypoxia_hypoxic:12%	-0.0562	0.999955379884814	1090.27	955	958	1042	1407	1119	74.47	76.57
plsC	Rv2483c	bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate	microaerophilic:13%; acidic:11%	-0.0406	0.999681931227996	1099.6	1065	1182	1059	1310	903	174.81	177.97
Rv0540	Rv0540	hypothetical protein	hypoxia_late:28%	-0.0594	0.999942303309606	1122.34	1084	1048	931	1420	1157	43.56	44.93
mutA	Rv1492	methylmalonyl-CoA mutase small subunit	hypoxia_late:14%; hypoxia_fatty_acids:10%	-0.0419	0.999802998552861	1083.33	987	1090	1071	1273	1007	63.82	65.03
Rv1473	Rv1473	macrolide ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%	-0.042	0.999731395810954	1099.15	998	1219	1041	1324	937	154.37	157.38
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	-0.0453	0.999747192943624	1105.95	1151	1150	1045	1249	947	145.25	148.35
fabD2	Rv0649	malonyl CoA-acyl carrier protein transacylase	hypoxia_late:67%	-0.0653	0.999990959507141	1066.24	817	713	901	1655	1390	10.79	11.21
eccD2	Rv3887c	ESX-2 secretion system protein EccD	hypoxia_late:19%	-0.0446	0.999843859641877	1075.49	1040	953	1114	1340	953	144.52	147.45
vapB48	Rv3697A	antitoxin VapB48	human_sputum:8%	-0.0646	0.999939099012916	1138.78	1173	1023	894	1516	1133	179.92	186.76
ftsY	Rv2921c	signal recognition particle receptor FtsY	hypoxia_late:12%	-0.0449	0.999729736443115	1100.66	1060	1187	1038	1318	921	235.91	240.95
relG	Rv2866	toxin RelG	PBS_RIF_DDmtb:11%; hypoxia_fatty_acids:10%; ctl_stationary:10%	-0.0692	0.999989500150256	1084.04	915	722	958	1673	1271	50.65	52.79
hisD	Rv1599	histidinol dehydrogenase	microaerophilic:34%	-0.0409	0.999699255081577	1088.01	1006	1164	1061	1313	917	228.19	232.38
vapC29	Rv0617	ribonuclease VapC29	ctl_stationary:10%	-0.0545	0.999925235996889	1097.12	1045	943	929	1464	1145	101.44	104.47
lppG	Rv1946c	lipoprotein	acidic_tyloxopol:10%	-0.0543	0.999880130516363	1119.76	1184	1113	991	1276	1046	113.95	116.98
MT3014	MT3014	hypothetical protein	hypoxia_late:13%; hypoxia_rar:10%	-0.0658	0.999982214773419	1085.9	884	789	842	1704	1343	65.94	68.53
Rv3530c	Rv3530c	oxidoreductase	hypoxia_fatty_acids:44%; human_sputum:13%	-0.0727	0.999989155106766	1090.6	902	757	973	1634	1293	17.59	18.36
MTS2975	MTS2975	putative small regulatory RNA	acidic_tyloxopol:26%; butyrate:17%	-0.0713	0.999989068349077	1082.93	910	769	920	1625	1296	82.74	86.03
sapM	Rv3310	acid phosphatase	tyloxopol:10%	-0.0521	0.999761648706795	1130.44	1307	1232	1036	1194	907	232.19	238.23
Rv3705A	Rv3705A	hypothetical protein	hypoxia_late:12%	-0.0596	0.999953658540429	1087.69	924	916	897	1588	1186	70.88	73.33
Rv1255c	Rv1255c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%	-0.0462	0.999844033016898	1072.74	926	1073	994	1326	1065	118.65	121.25
mbtB	Rv2383c	phenyloxazoline synthase	low_iron:51%; hypoxia_late:12%	-0.0493	0.999864560171898	1084.61	1059	1041	1070	1261	1001	21	21.51
gltB	Rv3859c	glutamate synthase large subunit	zinc_limitation:10%	-0.0395	0.999643002768398	1072.83	1063	1082	1111	1308	828	450.48	458.05
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	-0.0438	0.999643881756407	1096.2	1104	1181	1037	1307	876	601.29	613.55
Rv0921	Rv0921	resolvase	microaerophilic:15%; hypoxia_late:14%; ctl_stationary:11%	-0.0488	0.999839803651964	1087.37	1023	1106	1048	1277	994	196.39	201.03
Rv1272c	Rv1272c	drug ABC transporter ATP-binding protein	INDIGO_exponential:8%	-0.0461	0.999824412621031	1063.75	1022	990	1095	1272	954	86.52	88.38
Rv2165c	Rv2165c	rRNA small subunit methyltransferase H	microaerophilic:16%	-0.0512	0.99977975567758	1102.55	1231	1143	1055	1211	891	266.25	272.95
Rv3259	Rv3259	hypothetical protein	tyloxopol:17%; low_iron:13%	-0.0483	0.9997994483184	1077.8	1019	1130	1054	1264	936	450.62	461.13
Rv3780	Rv3780	hypothetical protein	tyloxopol:8%	-0.0433	0.999723685383985	1072.2	942	1149	1026	1286	976	314.87	321.31
Rv1985c	Rv1985c	HTH-type transcriptional regulator	ctl_stationary:15%; hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:10%	-0.0523	0.999950365652948	1030.74	816	786	1064	1425	1126	45.29	46.42
rpsD	Rv3458c	30S ribosomal protein S4	tyloxopol:10%	-0.0399	0.999599729207684	1069.77	1026	1128	1086	1311	827	1232.46	1253.74
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	-0.0467	0.999706814773821	1085.97	1082	1169	1020	1237	935	141.69	144.84
Rv1751	Rv1751	oxidoreductase	high_iron:11%; ctl_exponential:10%	-0.0419	0.999605074916328	1075.04	1072	1131	1062	1292	843	509.73	519.33
Rv3828c	Rv3828c	resolvase	hypoxia_late:16%; zinc_limitation:14%	-0.0517	0.99991193289153	1058.27	957	913	1081	1338	1027	145.66	149.29
Rv1947	Rv1947	hypothetical protein	hypoxia_late:10%	-0.0513	0.999848933550814	1077.24	972	1125	948	1309	1051	151.2	155.09
fadD31	Rv1925	fatty-acid--CoA ligase FadD31	tyloxopol:10%	-0.0487	0.999712404137631	1091.12	1140	1162	1023	1262	888	1222.97	1251.98
MT0294	MT0294	hypothetical protein	human_sputum:36%; zinc_limitation:18%; microaerophilic:15%	-0.0541	0.999908281040781	1073.63	994	952	1040	1392	1017	1159.21	1191.76
Rv0925c	Rv0925c	hypothetical protein	human_sputum:10%	-0.0516	0.999779963513664	1096.55	1124	1171	1027	1246	929	248.66	255.09
Rv0393	Rv0393	hypothetical protein	hypoxia_late:33%	-0.0489	0.999797178700647	1071.64	995	1141	1012	1224	996	62.75	64.23
Rv1194c	Rv1194c	hypothetical protein	low_iron:10%	-0.0488	0.999737301922156	1075.86	992	1172	1008	1305	924	221.66	227.06
mutY	Rv3589	adenine glycosylase	hypoxia_late:21%	-0.0463	0.999757503083669	1054.46	916	1103	989	1268	1013	126.84	129.76
Rv1055	Rv1055	integrase	human_sputum:11%	-0.0661	0.999956101376807	1074.98	978	932	892	1442	1176	151.42	156.91
tatD	Rv1008	deoxyribonuclease TatD	hypoxia_late:25%	-0.0612	0.999935962580384	1063.81	937	980	910	1370	1155	33.39	34.51
thyX	Rv2754c	thymidylate synthase ThyX	hypoxia_late:28%	-0.0667	0.999981657429303	1026.16	822	661	987	1508	1263	20.96	21.74
Rv2859c	Rv2859c	glutamine amidotransferase	hypoxia_late:16%	-0.0456	0.99970687455086	1036.52	991	989	1005	1220	987	143.36	146.55
Rv0697	Rv0697	dehydrogenase	acidic:18%; hypoxia_late:11%	-0.0496	0.99983685540275	1038.01	946	964	1031	1244	1018	53.44	54.74
Rv0731c	Rv0731c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	-0.0521	0.999823514851549	1060.36	944	1123	1004	1253	992	92.8	95.22
Rv2024c	Rv2024c	hypothetical protein	zinc_limitation:16%	-0.0445	0.999601971784352	1045.26	1014	1097	1033	1197	897	133.73	136.51
Rv1752	Rv1752	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:11%; high_iron:11%	-0.0531	0.9998578559793	1054.61	913	1056	926	1345	1060	125.05	128.47
Rv3032	Rv3032	glycogen synthase	hypoxia_late:18%	-0.0519	0.999780844383874	1064.65	1011	1096	968	1280	983	90.98	93.45
rpsE	Rv0721	30S ribosomal protein S5	high_iron:10%	-0.0486	0.999668228140466	1062.95	1049	1122	1022	1266	875	1814.88	1857.72
mazF4	Rv1495	mRNA interferase MazF4	hypoxia_late:13%	-0.0601	0.999932498219239	1037.16	919	867	915	1410	1120	85.97	88.68
gabT	Rv2589	4-aminobutyrate aminotransferase	microaerophilic:10%	-0.0459	0.99968015526391	1034.18	1005	1025	1043	1212	898	167.62	171.27
MT3580.2	MT3580.2	hypothetical protein	acidic:20%; ctl_exponential:12%; hypoxia_hypoxic:12%	-0.0523	0.999757691659246	1063.79	1138	1027	1016	1256	899	2726.25	2798.35
Rv0484c	Rv0484c	short-chain type oxidoreductase	tyloxopol:9%	-0.0519	0.999761004017493	1059.49	1010	1118	995	1247	941	176.49	181.08
Rv0843	Rv0843	dehydrogenase	hypoxia_late:22%; ctl_stationary:11%	-0.0617	0.999963679830989	1007.63	804	719	999	1454	1143	26.96	27.84
Rv2083	Rv2083	hypothetical protein	hypoxia_late:15%	-0.0456	0.999639389064786	1034.05	1003	1032	1021	1217	909	217.83	222.62
Rv3256c	Rv3256c	hypothetical protein	hypoxia_late:13%	-0.0531	0.999689966694277	1076.88	1163	1198	1014	1160	868	242.85	249.33
Rv2102	Rv2102	hypothetical protein	human_sputum:10%	-0.0456	0.999551149814228	1038.15	1020	1100	1017	1184	882	312.3	319.03
Rv3770A	Rv3770A	A transposase	zinc_limitation:41%; hypoxia_late:12%	-0.0884	0.999985076095034	1091.91	967	827	736	1748	1327	35.57	37.77
Rv0276	Rv0276	hypothetical protein	hypoxia_fatty_acids:12%	-0.0558	0.999836931709348	1057.85	1076	996	1024	1278	931	378.84	389.83
mazE7	Rv2063	antitoxin MazE7	hypoxia_late:26%; ctl_stationary:11%	-0.0638	0.99993543731717	1038.25	920	881	835	1402	1208	84.06	87.03
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	-0.0486	0.999659497944336	1040.11	985	1083	977	1243	927	143.5	147.05
hycP	Rv0085	hydrogenase HycP	hypoxia_late:20%	-0.0624	0.99992694291809	1037.75	980	833	940	1386	1090	55.43	57.35
folC	Rv2447c	folylpolyglutamate synthase FolC	hypoxia_late:10%	-0.0429	0.999528969518821	1026.06	892	1129	1011	1269	857	223.66	228.08
fusA2	Rv0120c	elongation factor G	acidic:22%	-0.0454	0.99954676511925	1027.19	927	1140	1029	1215	847	137.13	140.05
narH	Rv1162	nitrate reductase subunit beta	microaerophilic:12%	-0.0442	0.999475802506386	1027.37	941	1137	1015	1255	817	523.52	534.3
eno	Rv1023	enolase	ctl_exponential:9%	-0.0484	0.999528444041143	1050.75	1038	1190	996	1216	837	296.59	303.53
Rv0073	Rv0073	glutamine ABC transporter ATP-binding protein	ctl_exponential:11%; INDIGO_exponential:11%; acidic:11%	-0.048	0.999442030370244	1051.65	1154	1142	1002	1173	811	336.38	344.07
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	-0.0468	0.999683330721309	1011.16	914	1010	1035	1191	918	238.3	243.63
prrB	Rv0902c	two component sensor histidine kinase PrrB	cholesterol:8%	-0.0506	0.999596337329277	1052.83	1134	1145	1018	1124	858	157.78	161.69
pks16	Rv1013	polyketide synthase	hypoxia_hypoxic:9%	-0.0499	0.999555547035591	1041.23	1012	1170	972	1222	852	325.98	334.05
glmU	Rv1018c	bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate	tyloxopol:7%	-0.0466	0.999475917480419	1024.61	993	1136	1003	1180	830	192.2	196.44
MT3767.1	MT3767.1	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.0747	0.999984421858337	987.15	755	546	970	1560	1268	31.21	32.47
dinX	Rv1537	DNA polymerase IV	PBS_RIF_DDmtb:26%; hypoxia_late:21%	-0.0572	0.999878330361405	1006.04	922	887	944	1245	1052	30.49	31.42
cysQ	Rv2131c	3'-phosphoadenosine 5'-phosphate phosphatase	microaerophilic:12%	-0.0488	0.999449195205598	1036.48	1116	1112	964	1170	839	335.47	343.49
fadE10	Rv0873	acyl-CoA dehydrogenase FadE10	acidic:9%	-0.0476	0.999383549276666	1030.4	1053	1159	1007	1177	782	332.66	340.21
ptrBa	Rv0781	protease II ptrBa	hypoxia_hypoxic:9%	-0.0547	0.999734191466362	1029.72	989	1108	969	1153	938	137.18	140.99
Rv3200c	Rv3200c	transmembrane cation transporter	tyloxopol:9%	-0.0473	0.999481957992335	1020.08	939	1147	967	1225	846	357.31	365.53
glnQ	Rv2564	glutamine ABC transporter ATP-binding protein	hypoxia_late:11%	-0.0494	0.999647242926944	1015.91	960	1062	1009	1174	886	173.46	177.64
Rv0199	Rv0199	membrane protein	hypoxia_rar:8%	-0.0539	0.99984224492617	1000.76	909	868	1025	1259	965	166.09	170.71
MT2092	MT2092	hypothetical protein	cholesterol:26%; hypoxia_fatty_acids:12%; ctl_stationary:10%	-0.0739	0.999955444221929	1029.57	891	851	751	1481	1262	97.37	101.6
