GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_RIF	Rv1473A_DMSO_RIF
Rv0909	Rv0909	antitoxin	human_sputum:14%	-0.1697	0.398136293438551	964.28	906	955	902	1175	897	410.7	460.91
leuD	Rv2987c	3-isopropylmalate dehydratase small subunit	INDIGO_exponential:13%	-0.2181	0.745393836252404	987.41	892	811	927	1251	1086	158.34	184.27
Rv2809	Rv2809	hypothetical protein	hypoxia_late:13%; INDIGO_exponential:11%	-0.1721	0.41690086987499	954.98	883	943	866	1190	910	201.6	226.79
Rv1882c	Rv1882c	short-chain type dehydrogenase/reductase	INDIGO_exponential:11%	-0.1528	0.221263478815707	950.61	941	1037	932	1117	747	279.85	310.97
Rv2566	Rv2566	hypothetical protein	hypoxia_late:25%	-0.1664	0.285924152247862	964.84	865	989	1008	1198	789	44.88	50.46
ansP2	Rv0346c	L-asparagine permease	ctl_exponential:9%	-0.1583	0.223798298345253	961.64	935	1038	996	1148	719	231.09	257.59
Rv0913c	Rv0913c	dioxygenase	hypoxia_late:10%	-0.1651	0.311184513450932	949.45	905	990	893	1143	831	71.2	79.83
vapB34	Rv1740	antitoxin VapB34	ctl_stationary:11%	-0.2084	0.693112358660171	967.44	880	783	916	1249	1041	93.51	107.76
MT3630	MT3630	hypothetical protein	hypoxia_late:42%	-0.2521	0.855306572662051	987.06	927	664	963	1382	1067	52.98	63.09
MT3958	MT3958	hypothetical protein	hypoxia_late:12%	-0.1953	0.550208987749461	962.43	806	846	848	1320	1036	125.51	143.9
Rv0543c	Rv0543c	hypothetical protein	high_iron:9%	-0.1657	0.279190494365111	953.29	875	974	949	1184	805	581.94	653.41
Rv2723	Rv2723	integral membrane protein	hypoxia_late:11%	-0.1911	0.531655791050786	956.37	891	895	907	1191	914	33.6	38.46
mca	Rv1082	mycothiol S-conjugate amidase	human_sputum:9%	-0.1657	0.302342397917711	939.8	889	976	863	1155	833	124.98	140.24
PPE9	Rv0388c	PPE family protein	hypoxia_late:38%	-0.1994	0.613326012111098	958.85	829	826	835	1253	1089	34.94	40.19
Rv1766	Rv1766	hypothetical protein	ctl_stationary:12%	-0.1852	0.478410241207973	950.73	805	860	847	1304	977	156.05	178.14
Rv1831	Rv1831	hypothetical protein	low_iron:7%	-0.1744	0.348223850351044	943.08	886	918	922	1200	811	575.45	650.37
menD	Rv0555	bifunctional 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	hypoxia_late:10%	-0.1547	0.179952836055035	949.32	939	1022	1019	1125	675	314.24	349.3
eccD4	Rv3448	ESX-4 secretion system protein EccD4	hypoxia_late:44%; PBS_RIF_DDmtb:17%; ctl_stationary:11%	-0.2263	0.74122182686076	967.75	818	797	826	1348	1106	4.79	5.8
Rv1372	Rv1372	alpha-pyrone synthesis polyketide synthase-like protein	hypoxia_late:18%; human_sputum:12%; ctl_stationary:11%	-0.225	0.772428557304528	950.71	900	730	836	1344	997	16.13	19.22
Rv1065	Rv1065	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:12%	-0.1693	0.294085185875972	928.05	872	946	868	1141	829	185.2	208.21
AS1726	AS1726	putative small regulatory RNA	hypoxia_late:43%; ctl_stationary:12%	-0.3368	0.985932061979734	962.58	1037	538	625	1441	1352	6.98	9.3
rplP	Rv0708	50S ribosomal protein L16	high_iron:10%	-0.1657	0.216362859897319	950.66	890	1002	1001	1188	706	1628.92	1824.61
MT3174.1	MT3174.1	hypothetical protein	hypoxia_late:19%	-0.3356	0.990628484169127	936.33	1092	454	589	1402	1364	15.95	20.87
Rv0789c	Rv0789c	hypothetical protein	hypoxia_fatty_acids:22%	-0.1973	0.548311974270178	946.13	821	808	873	1326	946	72.2	83.38
Rv2395	Rv2395	integral membrane protein	PBS_RIF_DDmtb:11%	-0.1628	0.20759227355179	928.38	885	987	925	1107	756	103.98	116.56
mesT	Rv3176c	epoxide hydrolase MesT	hypoxia_late:16%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	-0.2082	0.63772321475985	949.62	808	785	840	1269	1091	15.05	17.56
ligC	Rv3731	DNA ligase C	hypoxia_late:15%; human_sputum:12%; PBS_RIF_DDmtb:11%	-0.1942	0.519433220278993	922.02	817	835	784	1199	1006	22.59	25.99
crgA	Rv0011c	cell division protein CrgA	INDIGO_exponential:10%	-0.2241	0.701994388298479	959.67	904	789	910	1346	893	152.16	178.29
rplT	Rv1643	50S ribosomal protein L20	hypoxia_hypoxic:9%	-0.1597	0.170429782176641	939.46	929	1025	994	1121	663	2023.94	2257.37
spoU	Rv3366	tRNA/rRNA methylase SpoU	human_sputum:25%; hypoxia_late:15%	-0.2011	0.623277440168259	915.68	814	741	688	1318	1090	37	42.72
Rv3719	Rv3719	hypothetical protein	acidic_tyloxopol:8%	-0.1638	0.203501304697192	922.85	901	995	899	1095	743	141.43	158.42
egtD	Rv3701c	histidine-specific methyltransferase EtgD	hypoxia_late:11%	-0.1703	0.255253630915197	918.89	870	961	879	1104	795	128.41	144.37
ruvA	Rv2593c	Holliday junction ATP-dependent DNA helicase RuvA	zinc_limitation:15%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.164	0.219001344711217	912.75	899	977	844	1089	771	267.55	299.73
ugpA	Rv2835c	sn-glycerol-3-phosphate ABC transporter permease UgpA	PBS_RIF_DDmtb:35%; hypoxia_late:15%	-0.198	0.567774827728814	910.57	815	787	693	1256	1057	20.82	24.04
Rv3767c	Rv3767c	S-adenosylmethionine-dependent methyltransferase	nutrient_limitation:14%; butyrate_plus_glucose:11%	-0.1839	0.354806870957245	927.22	832	907	911	1147	855	66.44	75.43
Rv2275	Rv2275	cyclo(L-tyrosyl-L-tyrosyl) synthase	INDIGO_exponential:13%; high_iron:11%; human_sputum:10%; tyloxopol:10%	-0.1874	0.349094830021988	930.89	793	888	919	1230	853	80.32	91.64
MT0943	MT0943	hypothetical protein	ctl_stationary:17%; hypoxia_late:17%	-0.2681	0.86481667425314	962.37	845	588	756	1598	1178	21.94	27.22
Rv1627c	Rv1627c	nonspecific lipid-transfer protein	hypoxia_fatty_acids:16%	-0.1592	0.142017622445865	921.55	924	1015	972	1077	652	300.26	334.92
vapC2	Rv0301	ribonuclease VapC2	INDIGO_exponential:12%	-0.1739	0.232389554637575	917.59	855	965	901	1133	755	400.87	451.99
Rv0556	Rv0556	transmembrane protein	INDIGO_exponential:9%	-0.1765	0.289904527173908	914.95	836	910	875	1157	816	188.26	212.85
ddlA	Rv2981c	D-alanine--D-alanine ligase	zinc_limitation:10%	-0.1688	0.193042272837826	917.59	878	973	928	1109	722	203.43	228.46
PPE14	Rv0915c	PPE family protein PPE14	hypoxia_late:33%; microaerophilic:28%	-0.1994	0.518431683528323	917.19	778	803	782	1268	1000	17.2	19.94
MT1713	MT1713	hypothetical protein	hypoxia_late:71%	-0.3779	0.990660222401986	934.87	1096	478	641	1412	1226	1.92	3.06
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	-0.16	0.170135136568098	908.98	918	1004	869	1047	725	134.45	150.17
Rv1578c	Rv1578c	phage protein	hypoxia_late:17%; hypoxia_fatty_acids:12%; microaerophilic:10%	-0.2011	0.53496297526196	913.96	794	773	799	1209	1033	48.28	55.58
Rv0911	Rv0911	hypothetical protein	hypoxia_late:8%	-0.175	0.295850991044884	899.64	856	919	783	1112	845	97.41	109.98
Rv0364	Rv0364	transmembrane protein	zinc_limitation:12%; tyloxopol:11%	-0.1812	0.273566806425713	927.68	810	917	953	1195	790	204.77	232.33
MT3454	MT3454	hypothetical protein	hypoxia_late:14%; ctl_stationary:11%	-0.1964	0.501116801905021	905.11	797	793	726	1259	999	53.37	61.41
cobC	Rv2231c	aminotransferase	hypoxia_late:16%	-0.1791	0.286723168207253	912.03	840	904	881	1130	821	79.04	89.5
scpB	Rv1710	segregation and condensation protein ScpB	INDIGO_exponential:10%; high_iron:10%	-0.1637	0.180902933537601	905.41	902	983	865	1059	735	269.53	301.68
MT1075.1	MT1075.1	hypothetical protein	human_sputum:18%	-0.199	0.502502273475373	909.35	913	801	883	1197	781	162.73	187.36
Rv3037c	Rv3037c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:18%	-0.1731	0.226536370648446	899.44	851	932	871	1092	767	112.33	126.68
amiB1	Rv3306c	amidase AmiB	hypoxia_late:8%	-0.1669	0.163339652889047	909.37	874	970	957	1084	687	239.89	269.31
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	-0.1777	0.273223400775019	904.31	824	893	855	1150	819	112.7	127.8
MT0066.2	MT0066.2	hypothetical protein	human_sputum:16%; hypoxia_hypoxic:13%	-0.2017	0.443166369905137	916.93	811	848	877	1160	908	176.73	202.97
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	-0.1993	0.446200640285238	908.76	798	863	851	1119	929	18.13	20.91
tyrS	Rv1689	tyrosine--tRNA ligase	hypoxia_late:14%	-0.1739	0.201752416565072	896.47	848	924	888	1094	746	134.22	151.51
pbpA	Rv0016c	penicillin-binding protein PbpA	high_iron:8%	-0.159	0.113955483175025	896.03	923	1009	905	1042	633	241.98	269.93
eccE3	Rv0292	ESX-3 secretion system protein EccE	microaerophilic:21%; low_iron:14%; zinc_limitation:10%	-0.1595	0.11580103076384	894.25	926	998	909	1026	641	337.55	376.44
Rv0879c	Rv0879c	transmembrane protein	hypoxia_rar:12%; hypoxia_late:11%	-0.2027	0.434304817358497	911.09	843	816	921	1146	848	180.04	206.65
lppI	Rv2046	lipoprotein LppI	hypoxia_late:11%	-0.1854	0.312927400537316	892.86	809	865	824	1135	850	91.52	104.13
otsB2	Rv3372	trehalose 6-phosphate phosphatase	hypoxia_late:13%	-0.1787	0.241486758934163	891.94	831	902	876	1091	775	90	101.82
Rv2657c	Rv2657c	prophage protein	acidic_tyloxopol:10%	-0.2024	0.42586903313811	906.38	752	812	874	1203	922	135	155.31
fixA	Rv3029c	electron transfer flavoprotein subunit beta	hypoxia_hypoxic:11%; hypoxia_rar:11%; ctl_exponential:10%	-0.1693	0.132468041467058	898.03	867	966	961	1082	646	995.88	1118.27
Rv1481	Rv1481	membrane protein	high_iron:9%	-0.1631	0.116329580043719	894.2	898	993	930	1046	635	352.41	394.17
MT3149.1	MT3149.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:10%	-0.36	0.981326278516424	900.16	1011	445	564	1478	1220	9.78	13.5
bpoB	Rv1123c	peroxidase BpoB	hypoxia_late:9%	-0.1712	0.193546472193167	872.51	861	922	796	1037	760	139.68	157.21
scpA	Rv1709	segregation and condensation protein ScpA	high_iron:12%	-0.174	0.17742053255646	893.29	849	960	891	1086	703	260.58	293.87
Rv2134c	Rv2134c	hypothetical protein	ctl_stationary:10%; cholesterol:10%	-0.1699	0.155088743357371	886.88	863	950	898	1053	691	386.08	434.02
prpD	Rv1130	methylcitrate dehydratase PrpD	hypoxia_fatty_acids:21%; PBS_RIF_DDmtb:20%; human_sputum:17%; nutrient_limitation:12%; acidic_tyloxopol:11%	-0.2122	0.525253836835969	897.25	766	802	780	1192	981	9.47	11.14
PPE57	Rv3425	PPE family protein PPE57	nutrient_limitation:19%; hypoxia_rar:13%; human_sputum:11%	-0.202	0.348588821239597	912.08	750	884	912	1220	827	124.05	142.76
Rv2086	Rv2086	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%; microaerophilic:11%	-0.2361	0.655673613697427	897.32	762	685	772	1221	1107	16.03	19.04
ftsQ	Rv2151c	cell division protein FtsQ	microaerophilic:13%	-0.1661	0.139636473614134	878.15	882	967	852	1015	693	218.54	245.03
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	-0.1982	0.377239198380495	889.99	745	821	803	1227	891	49.56	57.14
lppD	Rv1899c	lipoprotein LppD	microaerophilic:15%	-0.1808	0.202232794002802	892.14	897	906	970	1087	634	738.54	836.37
fadE6	Rv0271c	acyl-CoA dehydrogenase FadE6	microaerophilic:21%	-0.1562	0.0811755550393128	878.7	930	1013	864	1006	614	181.61	202.27
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	-0.2148	0.559975902368949	884.77	909	775	872	1098	788	30.78	35.8
Rv2136c	Rv2136c	undecaprenyl-diphosphatase	acidic_tyloxopol:11%; butyrate_plus_glucose:11%	-0.1793	0.178745312069344	888.04	799	905	913	1108	737	208.94	236.79
Rv0104	Rv0104	hypothetical protein	human_sputum:11%; zinc_limitation:11%	-0.188	0.300355794262127	867.54	800	850	766	1071	866	32.87	37.56
ethA	Rv3854c	monooxygenase EthA	nutrient_limitation:22%; INDIGO_exponential:14%	-0.2459	0.660193043483061	897.33	813	658	827	1140	1095	186.24	221.17
MT1742	MT1742	hypothetical protein	tyloxopol:11%; INDIGO_exponential:11%	-0.2111	0.51927597901061	869.29	755	717	686	1233	1015	91.94	106.67
Rv1301	Rv1301	threonylcarbamoyl-AMP synthase	PBS_RIF_DDmtb:9%	-0.1745	0.14254527232709	879.26	841	938	904	1067	671	468.86	529.05
Rv2327	Rv2327	hypothetical protein	human_sputum:19%; butyrate_plus_glucose:12%	-0.2159	0.484902601677773	895.9	777	752	867	1134	976	400.8	465.81
Rv1435c	Rv1435c	hypothetical protein	cholesterol:16%; ctl_exponential:12%	-0.1801	0.169091661831604	884.56	893	933	950	1060	620	1196.03	1353.04
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	-0.158	0.0597225410291255	869.69	925	1010	887	979	585	88.43	98.63
pks1	Rv2946c	polyketide synthase	acidic:13%; high_iron:10%	-0.1951	0.266285235025761	883.15	730	857	878	1054	912	381.13	435.91
Rv0912	Rv0912	transmembrane protein	high_iron:9%	-0.1974	0.332017588564807	857.48	739	782	753	1168	879	99.12	113.97
Rv0787A	Rv0787A	hypothetical protein	acidic:13%; zinc_limitation:12%	-0.1977	0.289266790911263	876.3	764	817	860	1173	796	413.3	475.03
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.1842	0.223020590139631	852.47	812	873	745	1044	803	55.67	63.36
cyp135B1	Rv0568	cytochrome P450 Cyp135B1	hypoxia_hypoxic:8%	-0.1643	0.0778122936427873	867.98	887	980	906	995	604	302.35	338.38
Rv1774	Rv1774	oxidoreductase	hypoxia_late:14%; PBS_RIF_DDmtb:10%	-0.2083	0.462231731600415	860.31	907	757	842	1081	736	55.54	64.23
MT2367	MT2367	hypothetical protein	acidic_tyloxopol:9%	-0.2455	0.591995788993505	896.61	788	719	845	1279	900	66.14	78.74
pyrE	Rv0382c	orotate phosphoribosyltransferase	PBS_RIF_DDmtb:12%	-0.1756	0.147344663056329	856.08	837	900	833	1016	709	296.58	334.95
treZ	Rv1562c	malto-oligosyltrehalose trehalohydrolase	hypoxia_late:15%	-0.193	0.250116707606401	865.54	772	849	834	1097	794	39.22	44.99
Rv1322A	Rv1322A	hypothetical protein	human_sputum:11%; INDIGO_exponential:10%	-0.1779	0.132370999772797	868.41	876	914	944	1039	603	2871.07	3244.3
Rv1579c	Rv1579c	phage protein	hypoxia_late:17%	-0.2586	0.739291730784602	867.59	774	592	635	1315	1133	19.51	23.55
Rv3231c	Rv3231c	hypothetical protein	hypoxia_late:11%	-0.1988	0.305101083868513	862.76	775	818	819	1074	843	92.31	105.81
Rv0487	Rv0487	hypothetical protein	hypoxia_late:10%	-0.1869	0.200697336427523	858.23	782	862	839	1057	766	173.18	197.19
Rv0185	Rv0185	hypothetical protein	zinc_limitation:17%; PBS_RIF_DDmtb:16%	-0.1776	0.147039039203641	851.6	839	894	825	1013	702	314.66	355.54
Rv2828c	Rv2828c	hypothetical protein	hypoxia_late:17%; microaerophilic:11%	-0.1891	0.23537709136095	834.91	791	820	711	1045	825	115.2	131.37
Rv2261c	Rv2261c	conserved hypothetical protein	hypoxia_late:15%; human_sputum:12%	-0.2159	0.395238332854119	874.73	667	736	856	1252	917	72.86	85.05
MT2375	MT2375	hypothetical protein	INDIGO_exponential:10%	-0.2581	0.727686233969492	850.72	726	541	619	1367	1141	61.86	74.68
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	-0.1629	0.0458734511477128	852.06	881	988	895	969	566	819.37	916.54
Rv3655c	Rv3655c	hypothetical protein	hypoxia_late:30%	-0.2387	0.551834748579415	860.74	716	678	740	1181	1045	34.33	40.76
MT3449.1	MT3449.1	hypothetical protein	hypoxia_late:48%; ctl_stationary:14%	-0.4636	0.99220413291532	856.99	1063	327	471	1428	1310	5.66	8.98
Rv0922	Rv0922	transposase	zinc_limitation:19%	-0.1628	0.0458903556387134	849.82	903	986	880	948	569	496.52	555.1
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	-0.2009	0.274770370482426	849.15	787	769	862	1110	742	540.65	621.23
vapC14	Rv1953	ribonuclease VapC14	acidic_tyloxopol:11%	-0.2468	0.598709957575914	848.78	678	617	709	1258	1069	33.16	39.67
PE_PGRS57	Rv3514	PE-PGRS family protein PE_PGRS57	cholesterol:24%; hypoxia_late:20%	-0.2446	0.498796732548574	875.22	702	690	897	1066	1060	46.95	55.73
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	-0.1731	0.0846072582448954	830.41	850	934	805	957	628	103.56	116.77
Rv2077c	Rv2077c	transmembrane protein	nutrient_limitation:14%; ctl_stationary:11%	-0.1989	0.212337140339005	851.12	795	814	903	1099	673	257.66	295.94
MT1288	MT1288	hypothetical protein	ctl_stationary:9%	-0.2644	0.735763258179571	830.92	773	545	539	1311	1126	39.13	47.2
Rv0897c	Rv0897c	oxidoreductase	hypoxia_late:10%	-0.1829	0.132790721849116	831.84	789	870	810	1004	701	94.37	107.35
Rv2044c	Rv2044c	hypothetical protein	hypoxia_late:13%; ctl_stationary:10%	-0.2968	0.785721414439184	852.27	825	579	699	1174	1055	16.31	20.26
Rv2205c	Rv2205c	hypothetical protein	hypoxia_late:25%; human_sputum:14%	-0.2066	0.285553911161078	840.43	710	763	820	1114	822	43.52	50.4
Rv1171	Rv1171	hypothetical protein	acidic_tyloxopol:14%	-0.2105	0.309405406116188	848.24	705	777	841	1102	841	97.66	112.9
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	-0.1729	0.0837610556870472	815.66	847	908	760	929	651	209.63	236.24
glnT	Rvnt16	tRNA-Gln	hypoxia_late:19%; butyrate:10%	-0.326	0.901718687156399	844.34	823	432	532	1391	1257	24.32	31.09
sdaA	Rv0069c	L-serine dehydratase	PBS_RIF_DDmtb:9%	-0.1912	0.176234636570627	825.31	761	841	775	1012	751	60.24	68.89
hemE	Rv2678c	uroporphyrinogen decarboxylase	hypoxia_late:9%	-0.1745	0.0831463543145331	821.47	844	903	811	938	630	212.97	240.19
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	-0.1755	0.0670493755818432	829.94	842	927	849	959	599	1372.27	1547.73
Rv0579	Rv0579	hypothetical protein	cholesterol:11%	-0.1875	0.153909529537304	814.96	781	839	735	993	740	131.06	149.38
Rv0894	Rv0894	transcriptional regulator	hypoxia_late:16%; human_sputum:10%	-0.2118	0.322663519994346	826.05	686	740	758	1118	861	26.21	30.53
aprB	Rv2395B	acid and phagosome regulated protein AprB	nutrient_limitation:22%; acidic:18%	-0.1759	0.0823485609100356	819.66	834	896	828	934	625	1355.94	1529.42
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	-0.1907	0.13285381344343	831.23	763	858	853	1025	677	199.86	227.88
Rv2307D	Rv2307D	hypothetical protein	tyloxopol:11%	-0.2373	0.493834442498196	830	679	644	690	1229	979	80.57	95.29
Rv0221	Rv0221	diacyglycerol O-acyltransferase	high_iron:9%	-0.1844	0.103179129395711	830.73	779	874	858	1022	644	182.39	207.4
murG	Rv2153c	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide)	microaerophilic:18%; hypoxia_late:13%	-0.1858	0.0992844048372656	831.82	786	880	886	1010	623	266.9	303.15
Rv2277c	Rv2277c	glycerolphosphodiesterase	hypoxia_late:22%; human_sputum:15%	-0.2624	0.5944257154915	850.07	780	669	776	1182	885	16.08	19.59
thyA	Rv2764c	thymidylate synthase ThyA	acidic_tyloxopol:12%	-0.1904	0.139035951366348	822.74	776	853	822	981	695	166.58	189.87
mog	Rv0865	molybdopterin biosynthesis protein	microaerophilic:32%	-0.1928	0.136170193890044	825.5	736	832	857	1038	686	339.22	387.99
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	-0.1811	0.0899032924864581	815.21	807	881	838	928	638	118.94	134.75
cyp121	Rv2276	cytochrome P450 Cyp121	human_sputum:16%; tyloxopol:12%; high_iron:11%	-0.2123	0.290752629774788	824.61	712	767	785	1072	809	34.1	39.66
Rv0260c	Rv0260c	transcriptional regulator	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:15%; hypoxia_hypoxic:10%	-0.2762	0.659269105274831	837.56	708	631	670	1215	1039	3.91	5.02
Rv2336	Rv2336	hypothetical protein	INDIGO_exponential:11%	-0.2132	0.238307317779916	832.56	670	804	843	1126	753	73.26	85.06
Rv0699	Rv0699	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.3032	0.756646911925278	832.03	769	508	647	1236	1113	23.1	29
Rv1052	Rv1052	hypothetical protein	ctl_stationary:14%	-0.214	0.317660429338025	810.08	697	720	698	1103	867	83.27	96.79
Rv1144	Rv1144	oxidoreductase	nutrient_limitation:14%; PBS_RIF_DDmtb:14%; butyrate:10%	-0.1935	0.134275183628323	809.38	747	827	821	977	689	155.61	177.82
echA7	Rv0971c	enoyl-CoA hydratase EchA7	microaerophilic:40%; hypoxia_late:12%	-0.2073	0.256573168121326	805.48	720	747	738	1009	830	50.89	58.78
MT2653	MT2653	hypothetical protein	hypoxia_late:27%; ctl_stationary:21%; PBS_RIF_DDmtb:11%	-0.468	0.982989043803858	828.63	940	312	422	1526	1296	2.23	4.22
yrbE1B	Rv0168	membrane protein	butyrate_plus_glucose:11%; acidic_tyloxopol:10%	-0.1804	0.0741367381143705	806.16	801	879	815	943	613	274.19	310.76
PE_PGRS34	Rv1840c	PE-PGRS family protein PE_PGRS34	hypoxia_late:29%; microaerophilic:24%	-0.2038	0.18815696550275	814.38	704	796	837	1007	744	44.45	51.23
MT4026.1	MT4026.1	hypothetical protein	INDIGO_exponential:10%	-0.2359	0.411504400344922	812.8	634	634	700	1237	934	90.04	106.88
MT0177	MT0177	hypothetical protein	butyrate_plus_glucose:12%; acidic:11%	-0.1833	0.0786365821114709	806.88	792	871	818	942	629	325.94	370.12
Rv2997	Rv2997	dehydrogenase	hypoxia_late:31%	-0.1983	0.164006725908679	802.88	721	795	788	997	728	54.46	62.6
MTS2977	MTS2977	small intergenic RNA	ctl_exponential:10%	-0.1852	0.0902077752948711	800.91	785	852	795	939	648	533.72	606.5
nrp	Rv0101	peptide synthetase Nrp	hypoxia_late:12%	-0.1756	0.047221878567482	799.79	820	931	800	892	581	41.31	46.77
Rv0102	Rv0102	integral membrane protein	zinc_limitation:8%	-0.1855	0.0781835625248988	808.02	783	876	831	965	608	151.36	172.24
Rv2472	Rv2472	hypothetical protein	acidic_tyloxopol:13%; human_sputum:10%	-0.2252	0.334865452103666	807.7	660	681	719	1138	886	89.67	105.12
Rv2516c	Rv2516c	hypothetical protein	hypoxia_fatty_acids:27%	-0.2073	0.21733942991262	803.55	694	754	767	1052	773	70.2	81.15
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	-0.2216	0.310964367417172	806.75	757	725	807	985	772	31.02	36.23
Rv3093c	Rv3093c	oxidoreductase	high_iron:18%; hypoxia_late:11%	-0.2541	0.450862742045085	827.87	696	695	777	1011	989	166.9	199.06
hisF	Rv1605	imidazole glycerol phosphate synthase subunit HisF	microaerophilic:42%	-0.1836	0.0769012001442964	794.9	796	866	779	918	631	259.23	294.32
MT1717	MT1717	hypothetical protein	high_iron:10%; butyrate:10%	-0.2545	0.484621541934628	814.62	714	632	761	1113	894	190.89	228.07
mbtL	Rv1344	acyl carrier protein MbtL	low_iron:21%; human_sputum:13%	-0.2234	0.318359340818984	797.43	680	699	744	1018	870	87.11	101.46
Rv0997	Rv0997	hypothetical protein	hypoxia_rar:13%	-0.1968	0.139067068967639	788.47	749	794	770	922	715	212.38	242.94
mshA	Rv0486	D-inositol 3-phosphate glycosyltransferase	microaerophilic:17%	-0.1701	0.0223111854174591	787.11	854	942	778	857	538	360.01	404.77
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	-0.2056	0.190347632885679	792	688	780	769	978	759	22.72	26.34
