GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_ATC_noDrug
Rv1395	Rv1395	HTH-type transcriptional regulator	nutrient_limitation:25%; PBS_RIF_DDmtb:17%; ctl_stationary:15%	-0.1473	0.869510940971239	526.56	508	521	531	506	568	46.61	51.49
nrdF2	Rv3048c	ribonucleoside-diphosphate reductase subunit beta NrdF2	low_iron:13%	-0.1319	0.725391423484999	527.53	498	604	625	488	435	208.7	227.77
cut2	Rv2301	cutinase	acidic_tyloxopol:10%	-0.158	0.898116005221231	538.42	561	537	587	528	482	93.7	103.98
cysA3	Rv3117	thiosulfate sulfurtransferase	zinc_limitation:11%	-0.1424	0.847346348125142	524.24	587	565	592	467	422	186.02	204.27
Rv0807	Rv0807	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:16%	-0.1519	0.865617958904317	535.49	424	448	441	658	745	60.91	67.67
mymA	Rv3083	FAD-containing monooxygenase MymA	nutrient_limitation:15%	-0.1219	0.645472959389392	515.22	516	648	548	479	401	187.86	203.61
Rv0680c	Rv0680c	transmembrane protein	ctl_stationary:21%; microaerophilic:18%	-0.169	0.949082449268418	524.97	668	460	515	473	521	110.94	124.22
MT0450	MT0450	hypothetical protein	human_sputum:13%	-0.15	0.860030866035382	527.18	425	451	426	651	718	233.05	258.16
Rv0744c	Rv0744c	transcriptional regulator	hypoxia_late:20%; ctl_stationary:12%	-0.1572	0.880258319206106	527.18	475	478	489	567	636	58.62	65.24
Rv3142c	Rv3142c	hypothetical protein	butyrate:8%	-0.1272	0.68875175238591	505.57	496	591	532	452	463	301.47	327.61
ald	Rv2780	L-alanine dehydrogenase	cholesterol:28%; low_iron:27%	-0.1457	0.841234455370547	513.57	601	547	576	454	404	132.07	145.5
MT3671.2	MT3671.2	hypothetical protein	human_sputum:21%; hypoxia_fatty_acids:12%	-0.1683	0.913540484235485	532.44	429	386	356	723	856	67.97	76.25
ptrBa	Rv0781	protease II ptrBa	hypoxia_hypoxic:9%	-0.1337	0.752759418706369	509.27	471	561	500	484	533	104.26	113.96
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	-0.2161	0.976046131182414	554.05	635	362	498	621	688	21.64	25.28
Rv3489	Rv3489	hypothetical protein	human_sputum:11%	-0.1314	0.699721241198466	498.18	514	580	553	456	399	1294.76	1411.9
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	-0.1259	0.668746517605752	494.15	494	588	497	447	451	160.95	174.85
MT2370.1	MT2370.1	hypothetical protein	hypoxia_late:42%; ctl_stationary:14%	-0.4913	0.998373757032015	525.67	679	93	131	1264	1020	2.34	4.58
mcr16	Rvnc0013	putative small regulatory RNA	low_iron:16%; hypoxia_fatty_acids:14%	-0.1931	0.917814579233878	558.61	499	410	564	570	782	589.76	670.29
devS	Rv3132c	two component sensor histidine kinase DevS	cholesterol:17%; nutrient_limitation:13%; hypoxia_hypoxic:12%	-0.1626	0.844586174374491	535.49	476	487	556	481	692	216.13	241.01
PE7	Rv0916c	PE family protein PE7	microaerophilic:43%	-0.181	0.934023388441141	524.91	448	346	365	742	809	31.99	36.3
cysA2	Rv0815c	thiosulfate sulfurtransferase CysA	zinc_limitation:11%	-0.1464	0.820688508235715	498.72	565	540	569	441	392	184.83	203.53
pks3	Rv1180	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:12%	-0.1243	0.605387937429514	485.58	493	576	541	457	374	211.44	229.63
vapC17	Rv2527	ribonuclease VapC17	human_sputum:18%; hypoxia_late:10%	-0.1514	0.815501669249196	513.32	439	510	481	516	630	77.47	85.58
glyA2	Rv0070c	serine hydroxymethyltransferase	hypoxia_late:13%; acidic_tyloxopol:11%	-0.1514	0.832676718275862	505.29	466	483	488	503	591	27.3	30.29
Rv1847	Rv1847	esterase	low_iron:11%	-0.1421	0.773029748604788	498.07	449	512	427	515	596	113.58	124.94
espF	Rv3865	ESX-1 secretion-associated protein EspF	microaerophilic:10%	-0.1252	0.603502329709746	484.19	500	609	507	442	378	725.71	787.45
Rv2574	Rv2574	hypothetical protein	human_sputum:10%	-0.1411	0.753041346946041	493.56	483	535	521	455	476	159.74	175.3
cinA	Rv1901	competence damage-inducible protein CinA	ctl_exponential:8%	-0.1233	0.575303285478414	478.98	504	602	486	450	368	212	230.03
Rv0205	Rv0205	transmembrane protein	butyrate_plus_glucose:9%	-0.1532	0.83806608578972	491.93	552	513	539	449	414	92.11	102.11
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	-0.1761	0.913529459077285	511.52	474	408	464	544	689	34.68	39.08
Rv2308	Rv2308	hypothetical protein	hypoxia_late:22%; ctl_stationary:11%	-0.168	0.869860437766023	511.45	409	390	436	661	703	28.14	31.83
echA16	Rv2831	enoyl-CoA hydratase EchA16	hypoxia_late:20%; PBS_RIF_DDmtb:10%	-0.1466	0.793588890151086	488.58	488	506	534	461	456	100.7	111.02
Rv0654	Rv0654	carotenoid cleavage oxygenase	hypoxia_fatty_acids:50%	-0.1551	0.846439406185889	485.77	534	505	516	437	441	43.7	48.49
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	-0.1308	0.645125947086453	479.35	485	567	461	436	453	176.65	192.51
Rv0316	Rv0316	muconolactone isomerase	hypoxia_late:11%; tyloxopol:10%	-0.1329	0.636946879374275	483.45	470	572	522	440	421	223.75	244.31
MT2803.1	MT2803.1	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:12%	-0.2814	0.994052247039665	513.61	622	222	242	786	893	30.22	37.19
Rv0143c	Rv0143c	transmembrane protein	hypoxia_late:8%	-0.1297	0.576220109552328	475.95	484	586	537	434	356	158.93	173.05
rplQ	Rv3456c	50S ribosomal protein L17	high_iron:8%	-0.1244	0.504085458341182	473.43	497	607	547	445	302	1333.95	1446.94
dacB2	Rv2911	penicillin-binding protein DacB2	hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%; hypoxia_late:10%	-0.1591	0.814219607824852	497.51	486	489	567	497	452	77.21	85.86
mtr	Rv2855	mycothione reductase	hypoxia_late:11%; tyloxopol:10%	-0.1375	0.650982366960807	480.33	451	544	517	451	443	82.48	90.52
kasA	Rv2245	3-oxoacyl-ACP synthase 1	hypoxia_hypoxic:12%; high_iron:10%	-0.1721	0.861545568343105	494.35	507	444	536	404	592	4011.92	4498.06
Rv2250c	Rv2250c	HTH-type transcriptional regulator	hypoxia_late:19%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	-0.1966	0.914534909161567	515.17	442	360	401	682	748	16.54	19.14
Rv2469c	Rv2469c	hypothetical protein	acidic_tyloxopol:9%	-0.1433	0.724257830396694	473.18	435	494	446	464	530	85.35	93.91
Rv0863	Rv0863	hypothetical protein	INDIGO_exponential:8%	-0.1318	0.576166257630195	466.95	478	571	495	421	381	611.8	666.81
mazF5	Rv1942c	toxin MazF5	hypoxia_fatty_acids:13%; ctl_stationary:12%	-0.1424	0.730806617781068	461.16	436	466	369	491	554	160.56	176.56
Rv0030	Rv0030	hypothetical protein	hypoxia_late:10%; acidic_tyloxopol:10%	-0.1667	0.84495204698055	482.5	394	369	357	590	761	49.81	55.84
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	-0.1464	0.733052395847502	472.42	417	477	476	459	537	66.77	73.59
whiB2	Rv3260c	transcriptional regulator WhiB2	tyloxopol:12%; low_iron:10%	-0.1335	0.592484352764621	464.11	490	554	530	427	337	948.19	1035.02
Rv2204c	Rv2204c	hypothetical protein	human_sputum:8%	-0.1239	0.455794475105552	453.02	495	585	479	433	299	1525.37	1655.05
tgs1	Rv3130c	diacyglycerol O-acyltransferase	cholesterol:42%	-0.1884	0.908521622448022	485.36	605	484	468	342	549	1192.24	1351.87
Rv1638A	Rv1638A	hypothetical protein	acidic_tyloxopol:24%; butyrate:15%; butyrate_plus_glucose:11%	-0.1542	0.77094656658259	477.41	460	501	496	453	478	226.12	250.18
Rv1258c	Rv1258c	multidrug-efflux transporter	hypoxia_late:23%; ctl_stationary:11%	-0.1618	0.807268777087587	480.88	445	476	459	463	566	25.41	28.4
Rv0068	Rv0068	oxidoreductase	PBS_RIF_DDmtb:13%; hypoxia_late:12%; hypoxia_fatty_acids:10%	-0.169	0.805092778614164	494.77	369	429	463	611	628	25.79	29.12
MT1007	MT1007	hypothetical protein	tyloxopol:10%	-0.1826	0.88474872614775	479.92	536	470	512	469	417	97.39	109.88
Rv0730	Rv0730	GCN5-like N-acetyltransferase	tyloxopol:8%	-0.134	0.563406916477607	454.93	461	551	485	419	369	231.11	252.47
polA	Rv1629	DNA polymerase I	hypoxia_late:10%	-0.1335	0.540169647790751	457.05	467	570	513	414	339	84.72	92.59
Rv1913	Rv1913	hypothetical protein	hypoxia_late:14%; ctl_stationary:10%	-0.1606	0.802846932929257	468.98	387	409	359	552	673	29.5	33.02
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	-0.1531	0.743518863927252	456	433	433	472	471	472	104.2	115.7
eccB3	Rv0283	ESX-3 secretion system protein EccB3	microaerophilic:45%; zinc_limitation:15%	-0.1292	0.441572828040004	447.95	479	559	518	429	283	644.15	701.4
Rv3259	Rv3259	hypothetical protein	tyloxopol:17%; low_iron:13%	-0.136	0.572053496972053	447.29	452	525	471	409	386	323.33	353.71
manB	Rv3264c	D-alpha-D-mannose-1-phosphate guanylyltransferase ManB	high_iron:10%	-0.1304	0.457018954718049	443.63	472	574	480	408	307	317.71	346.21
Rv0433	Rv0433	carboxylate-amine ligase	INDIGO_exponential:10%	-0.1365	0.513598202213277	450.79	454	560	519	413	327	246.05	269.13
pgsA3	Rv2746c	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	ctl_exponential:11%; ctl_stationary:10%	-0.1493	0.685860545791425	449.93	408	463	445	439	497	89.18	98.47
nat	Rv3566c	arylamine N-acetyltransferase	hypoxia_late:11%; human_sputum:10%	-0.1503	0.70547182853396	449.4	395	427	415	483	534	59.78	66.31
rpmF	Rv0979A	50S ribosomal protein L32	INDIGO_exponential:10%	-0.1884	0.862690823112088	469.7	509	456	499	462	425	274.29	310.44
murB	Rv0482	UDP-N-acetylenolpyruvoylglucosamine reductase	hypoxia_late:16%	-0.1501	0.674642437935381	451	443	479	487	422	426	72.38	79.99
vapB27	Rv0599c	antitoxin VapB27	tyloxopol:10%	-0.1902	0.876289229847667	457.15	503	426	478	448	433	167.65	190.08
Rv0576	Rv0576	transcriptional regulator	PBS_RIF_DDmtb:10%	-0.1327	0.516440716801518	432.78	462	546	428	380	360	120.74	131.83
vapB29	Rv0616A	antitoxin VapB29	ctl_stationary:11%	-0.1602	0.717568431231914	457.43	382	450	460	443	561	167.75	186.31
Rv0559c	Rv0559c	hypothetical protein	hypoxia_fatty_acids:37%	-0.1511	0.656279521481359	452	456	493	533	430	358	419.58	463.6
Rv3898c	Rv3898c	hypothetical protein	ctl_exponential:8%	-0.1541	0.665129352349785	452.72	398	482	467	458	461	206.26	228.67
Rv0097	Rv0097	oxidoreductase	hypoxia_late:21%; human_sputum:19%	-0.1684	0.790359799556557	450.99	376	392	338	519	667	21.03	23.68
MT3362	MT3362	hypothetical protein	hypoxia_late:32%	-0.2731	0.975715177005645	487.02	431	151	186	1009	1017	13.4	16.61
mazE2	Rv0660c	antitoxin MazE2	human_sputum:18%	-0.1462	0.60465157664038	443.1	480	508	529	401	316	1195.97	1317.14
relK	Rv3358	toxin RelK	hypoxia_late:32%; ctl_stationary:11%	-0.2727	0.964543911030041	507.43	571	310	411	587	709	18.02	22.05
Rv3662c	Rv3662c	hypothetical protein	butyrate:15%; low_iron:12%; cholesterol:12%; butyrate_plus_glucose:11%	-0.1594	0.687397620312033	451.56	502	542	528	398	311	457.9	508.91
Rv0605	Rv0605	resolvase	zinc_limitation:35%	-0.1591	0.753779252707021	433.66	510	446	490	396	338	216.96	241.42
ASdes	ASdes	putative small regulatory RNA	INDIGO_exponential:10%	-0.1319	0.377521295960093	427.34	465	557	477	397	270	3672.99	4005.93
vapB24	Rv0239	antitoxin VapB24	INDIGO_exponential:9%	-0.1415	0.537376967576678	437.29	421	499	493	418	363	742.53	815.93
Rv1526c	Rv1526c	glycosyltransferase	hypoxia_late:21%; human_sputum:13%	-0.1523	0.675222146820154	435.91	390	435	409	431	520	36.87	40.93
Rv2567	Rv2567	hypothetical protein	high_iron:11%	-0.1327	0.440943684547462	418.59	457	541	417	381	314	96.68	105.61
mazE3	Rv1103c	antitoxin MazE3	ctl_stationary:12%	-0.1869	0.848416634883722	443.59	477	385	420	416	527	84.56	95.8
Rv0236A	Rv0236A	hypothetical protein	ctl_exponential:21%; human_sputum:11%	-0.1548	0.668545628724996	442.56	438	468	466	424	418	449.29	497.52
bglS	Rv0186	beta-glucosidase BglS	hypoxia_fatty_acids:22%; PBS_RIF_DDmtb:19%; microaerophilic:17%	-0.1298	0.346826567563158	421.26	473	558	456	391	260	348.17	379.27
Rv0925c	Rv0925c	hypothetical protein	human_sputum:10%	-0.1735	0.793665189027856	446.21	501	442	523	428	348	135.19	151.72
csm4	Rv2820c	CRISPR type III-associated RAMP protein Csm4	hypoxia_late:16%	-0.1572	0.685072890132964	438.3	389	443	410	425	531	44.63	49.59
Rv2779c	Rv2779c	Lrp/AsnC family transcriptional regulator	ctl_stationary:11%; hypoxia_late:11%; INDIGO_exponential:11%	-0.2005	0.902491784888961	438.67	551	389	432	423	407	68.6	78.78
echA10	Rv1142c	enoyl-CoA hydratase EchA10	PBS_RIF_DDmtb:10%	-0.1366	0.48182948136703	416.61	453	526	400	370	346	194.86	213.26
Rv0431	Rv0431	tuberculin-like peptide	tyloxopol:14%; high_iron:12%	-0.1394	0.508152477511832	418.45	430	490	429	390	359	290.45	318.58
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	-0.1317	0.394790703372863	411.66	464	550	398	377	292	112.51	122.78
Rv2323c	Rv2323c	hypothetical protein	ctl_stationary:15%; hypoxia_late:12%; hypoxia_fatty_acids:11%; PBS_RIF_DDmtb:10%	-0.1693	0.753533186613935	437.59	353	380	380	476	625	24.55	27.66
espD	Rv3614c	ESX-1 secretion-associated protein EspD	acidic_tyloxopol:23%; acidic:22%	-0.1465	0.541898583929981	432.28	468	511	526	402	280	1023.55	1127.3
Rv1566c	Rv1566c	hypothetical protein	tyloxopol:18%	-0.1464	0.540353111608046	427.82	463	517	505	382	294	505.98	557.21
Rv1626	Rv1626	two-component system transcriptional regulator	ctl_exponential:13%; INDIGO_exponential:12%	-0.1382	0.404492700204298	421.72	434	533	501	393	274	773.74	847.34
Rv0060	Rv0060	hypothetical protein	zinc_limitation:11%	-0.1421	0.468737450758864	418.06	414	504	482	395	310	236.99	260.46
Rv0679c	Rv0679c	hypothetical protein	microaerophilic:20%; ctl_stationary:18%; hypoxia_fatty_acids:17%	-0.1486	0.615914775401953	408.22	405	428	306	432	481	117.36	129.62
mpt64	Rv1980c	immunogenic protein Mpt64	acidic_tyloxopol:12%; hypoxia_rar:12%	-0.1408	0.446865445842796	415.28	416	502	492	386	298	408.37	448.01
tatA	Rv2094c	Sec-independent protein translocase membrane-bound protein TatA	acidic:11%	-0.1389	0.392710324167234	414.05	444	527	473	378	273	1915.75	2098.88
trxC	Rv3914	thioredoxin TrxC	zinc_limitation:12%	-0.2453	0.856908249765769	504.46	428	336	475	545	792	92.38	108.98
Rv1687c	Rv1687c	ABC transporter ATP-binding protein	hypoxia_late:18%; PBS_RIF_DDmtb:13%	-0.1886	0.814449797850695	422.75	355	319	318	490	683	16.75	19.18
PE29	Rv3022A	PE family protein PE29	hypoxia_late:56%; microaerophilic:16%	-0.2569	0.964485466822299	441.53	422	133	119	951	976	6.87	8.56
MT1798	MT1798	hypothetical protein	hypoxia_late:17%; ctl_stationary:14%; PBS_RIF_DDmtb:11%; hypoxia_hypoxic:10%	-0.3431	0.961777433055564	481.15	522	218	396	655	706	17.36	22.73
Rv3587c	Rv3587c	membrane protein	tyloxopol:15%	-0.1572	0.562008741590904	419.64	432	462	525	400	297	474.06	526
pup	Rv2111c	ubiquitin-like protein Pup	cholesterol:10%	-0.1596	0.581046063929537	418.86	419	457	508	389	332	813.44	904.56
Rv0997	Rv0997	hypothetical protein	hypoxia_rar:13%	-0.1536	0.581032128377031	406.01	446	436	458	369	329	341.38	378.36
Rv3705A	Rv3705A	hypothetical protein	hypoxia_late:12%	-0.2238	0.877485927940771	435.51	455	354	376	492	512	45.6	53.38
pstB	Rv0933	phosphate ABC transporter ATP-binding protein PstB	INDIGO_exponential:10%	-0.1675	0.683017536542157	399.84	491	421	440	341	319	129.5	144.77
glnA2	Rv2222c	glutamine synthetase	tyloxopol:10%; INDIGO_exponential:10%	-0.1369	0.318351080721871	396.81	441	519	438	364	250	461.62	505.38
sseA	Rv3283	thiosulfate sulfurtransferase SseA	zinc_limitation:7%	-0.1389	0.328274943978388	391.03	426	509	430	355	259	460.2	504.32
Rv2560	Rv2560	hypothetical protein	tyloxopol:15%; hypoxia_late:14%	-0.1815	0.68117027537687	421.45	400	403	494	438	377	59.13	66.77
rpsI	Rv3442c	30S ribosomal protein S9	hypoxia_rar:10%	-0.173	0.673241437938496	409.59	487	422	503	376	281	652.14	731.53
sigA	Rv2703	RNA polymerase sigma factor SigA	hypoxia_hypoxic:9%	-0.1396	0.308257839183871	395.66	423	522	474	360	234	566.88	621.43
pknD	Rv0931c	serine/threonine-protein kinase PknD	microaerophilic:11%	-0.1357	0.253958652981415	388.6	447	523	437	349	224	1086.3	1187.94
Rv1945	Rv1945	hypothetical protein	zinc_limitation:24%; hypoxia_late:13%	-0.1491	0.496421126635677	382.14	396	437	327	366	389	60.59	67
bfrA	Rv1876	bacterioferritin BfrA	hypoxia_hypoxic:10%	-0.1886	0.72727030491776	414.6	410	407	450	411	396	89.43	101.37
dnaN	Rv0002	DNA polymerase III subunit beta	acidic:9%	-0.1513	0.476222206440275	389.03	420	464	442	338	295	141.07	155.92
Rv2624c	Rv2624c	universal stress protein	hypoxia_hypoxic:16%; hypoxia_fatty_acids:16%; cholesterol:14%; ctl_stationary:13%; microaerophilic:12%	-0.2583	0.83687081913583	482.96	393	334	443	530	768	61.85	74.02
Rv3730c	Rv3730c	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:12%; human_sputum:10%	-0.1787	0.699633534124058	399.41	403	374	422	412	387	57.64	65.3
PEP0077	PEP0077	Small peptide in vicinity of Rv0581	ctl_stationary:12%; hypoxia_late:12%	-0.1989	0.809127017653713	402.46	334	277	303	496	661	136.46	156.41
frdA	Rv1552	fumarate reductase flavoprotein subunit	hypoxia_late:26%; acidic_tyloxopol:10%	-0.209	0.78948952798343	433.35	349	398	394	486	555	8.02	9.48
Rv3338	Rv3338	conserved hypothetical protein	low_iron:16%	-0.154	0.509185330369733	387.45	363	419	412	379	366	150.44	166.95
moaC3	Rv3324c	cyclic pyranopterin monophosphate synthase accessory protein	hypoxia_late:21%; human_sputum:14%; ctl_stationary:10%	-0.2077	0.825392883029316	412.12	346	292	330	504	635	21.7	25.18
lpqD	Rv3390	lipoprotein LpqD	ctl_exponential:10%	-0.1574	0.516056821254264	393.34	377	440	424	374	355	131.56	146.14
thiS	Rv0416	sulfur carrier protein ThiS	low_iron:15%; hypoxia_late:14%; acidic:12%	-0.3034	0.919146041619311	460.33	459	274	326	649	664	25.44	32.08
Rv3572	Rv3572	hypothetical protein	hypoxia_fatty_acids:12%; butyrate:10%	-0.2058	0.817980962886257	406.68	450	329	387	387	490	37.86	43.53
cmaA1	Rv3392c	cyclopropane mycolic acid synthase CmaA	hypoxia_late:12%; tyloxopol:10%	-0.1765	0.685506748735616	394.9	365	356	392	420	445	48.61	54.96
ssb	Rv0054	single-strand DNA-binding protein	zinc_limitation:14%	-0.1688	0.589943688492353	397.66	437	424	491	363	289	379.58	424.59
Rv0331	Rv0331	dehydrogenase/reductase	hypoxia_fatty_acids:54%; butyrate:10%	-0.192	0.728661002099513	405.83	386	364	383	410	492	21.91	25.12
MT2958.1	MT2958.1	hypothetical protein	hypoxia_late:44%	-0.2263	0.860301504235858	407.09	328	231	276	593	708	10.3	12.23
lldD2	Rv1872c	L-lactate dehydrogenase	butyrate:10%	-0.1421	0.29747324490314	378.01	411	480	434	330	257	4359.81	4788.47
hsaB	Rv3567c	flavin-dependent monooxygenase reductase subunit HsaB	hypoxia_fatty_acids:14%; nutrient_limitation:11%	-0.1875	0.698677072658372	390.87	327	331	358	444	510	61.69	70.5
prsA	Rv1017c	ribose-phosphate pyrophosphokinase	tyloxopol:11%	-0.1599	0.492125907977086	386.41	407	434	462	354	288	190.68	212
gyrB	Rv0005	DNA gyrase subunit B	INDIGO_exponential:10%	-0.1477	0.32073233080339	381.8	401	471	470	351	242	870.81	960.23
Rv3631	Rv3631	transferase	zinc_limitation:10%; hypoxia_late:10%	-0.1732	0.629995347059533	385.75	374	387	378	367	424	58.97	66.23
MT2593.2	MT2593.2	hypothetical protein	hypoxia_late:14%; human_sputum:14%	-0.2505	0.917254370041828	398.16	357	145	147	798	810	17.16	20.81
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	-0.1744	0.596344666674386	390.83	388	405	449	371	345	71.6	80.55
Rv2957	Rv2957	PGL/p-HBAD biosynthesis glycosyltransferase	INDIGO_exponential:10%; hypoxia_late:10%	-0.1687	0.583820050731111	377.77	366	375	381	385	382	79.9	89.66
MT3280	MT3280	hypothetical protein	ctl_exponential:10%; zinc_limitation:10%	-0.1607	0.445164422726611	384.19	356	458	447	353	317	696.98	774.71
espE	Rv3864	ESX-1 secretion-associated protein EspE	hypoxia_rar:9%	-0.1383	0.24264143995749	360.58	427	500	337	336	232	354.25	388.12
pstS2	Rv0932c	phosphate ABC transporter substrate-binding lipoprotein PstS	zinc_limitation:9%	-0.1447	0.267902519216862	373.46	402	475	454	345	222	1485.52	1634.76
moeB2	Rv3116	molybdenum cofactor biosynthesis protein MoeB	tyloxopol:9%	-0.153	0.390415749298931	371.65	373	447	435	329	287	141.83	157.01
Rv1738	Rv1738	hypothetical protein	cholesterol:29%; ctl_stationary:13%	-0.1839	0.695516998245634	371.43	567	401	421	295	220	1316.1	1488.19
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	-0.199	0.733491445070347	388.29	283	279	260	525	674	18.69	21.66
Rv0183	Rv0183	lysophospholipase	PBS_RIF_DDmtb:13%	-0.1577	0.429409618740238	375	342	439	452	348	305	167.6	186.15
Rv1491c	Rv1491c	TVP38/TMEM64 family membrane protein	human_sputum:15%	-0.1569	0.419540241971432	364.93	351	413	413	335	318	150.9	167.45
ilvB1	Rv3003c	acetolactate synthase large subunit IlvB	hypoxia_rar:10%	-0.1406	0.235147779683603	359.9	413	495	374	333	216	280.09	307.36
Rv2734	Rv2734	hypothetical protein	zinc_limitation:37%; hypoxia_late:11%	-0.1684	0.556335544234431	361.97	358	352	368	362	370	76.22	85.46
Rv0774c	Rv0774c	hypothetical protein	hypoxia_late:10%	-0.1594	0.4181837531201	370.13	348	438	431	337	306	138.84	154.26
Rv1273c	Rv1273c	drug ABC transporter ATP-binding protein	hypoxia_late:14%; ctl_stationary:11%	-0.1826	0.58417187344817	381.93	359	388	439	383	344	38.43	43.62
fadD28	Rv2941	long-chain-fatty-acid--AMP ligase FadD28	tyloxopol:9%	-0.1397	0.180374170699507	360.94	418	503	404	326	195	907.33	994.81
nrdF1	Rv1981c	ribonucleoside-diphosphate reductase subunit beta NrdF1	human_sputum:21%	-0.1579	0.421377734869559	359.59	341	412	391	328	330	107	118.86
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	-0.1582	0.404471847804865	353.46	331	402	367	344	326	1192.48	1326.7
desA1	Rv0824c	acyl-ACP desaturase DesA	hypoxia_hypoxic:10%; INDIGO_exponential:10%	-0.1471	0.236646093155845	357.03	391	465	416	322	219	3606.29	3974.48
Rv2664	Rv2664	hypothetical protein	ctl_stationary:15%; hypoxia_fatty_acids:14%	-0.2427	0.807882654133463	400.36	385	307	372	417	538	42.13	49.63
